"participant_id","id","degree","type","origin_id","network_id","register_trial","max_num_diff_pitches_allowed","reference_pitch","target_pitches","num_target_pitches","target_intervals","sung_pitches","num_sung_pitches","sung_intervals","sung_intervals2reference","save_plot","stats","max_abs_pitch_error","max_abs_interval_error","direction_accuracy","root_mean_squared_pitch","root_mean_squared_interval","full","trial_maker_id","net_n_trials","net_n_failed_trials","net_num_notes","register_source","sung_median_pitch","register","predicted_register","singing_performance","GMSI_SA","GMSI_MT","gender","age","mt","sung_intervals_confirm","pitch_RMSE","interval_RMSE","int_class"
"169b1",2833,7,"custom_trial",1287,"63b1","low",3,59.4433226208154,"60.6370810408729,53.5217885862559,56.0195850830143,51.0885142093186",4,"-7.11529245461701,2.49779649675843,-4.9310708736957","60.2227477186377,52.8351379524176,54.886829913231,49.8016110099694",4,"-7.38760976622012,2.05169196081336,-5.08521890326163","0.779425097822376,-6.60818466839775,-4.55649270758438,-9.64171161084601",TRUE,"4,4,-0.414333322235159,-0.686650633838276,-1.13275516978334,-1.28690319934928,-0.880160581301514,1.28690319934928,0.946363475894863,-0.272317311603118,-0.446104535945068,-0.154148029565931,-0.290856625704706,0.446104535945068,0.314604296542272,100",1.28690319934928,0.446104535945068,100,0.946363475894863,0.314604296542272,TRUE,"singing_block1",11,1,4,NA,54.2272159977744,"low","low",10,4,1,"male",35,0,"-7.38760976622012,2.05169196081336,-5.08521890326163",0.946363475894863,0.314604296542272,"middle"
"212b1",3218,10,"custom_trial",2001,"51b1","low",4,59.5551128575799,"58.1975685631625,60.970757581515,59.1978863520493,62.0264304562972,63.92554782592,64.7854842765542",6,"2.77318901835252,-1.77287122946578,2.82854410424796,1.89911736962281,0.859936450634159","56.9092297644816,62.7485360015016,58.2540694943431,64.3072591011059,65.9532073449272,65.5107683630492",6,"5.83930623702005,-4.49446650715857,6.05318960676288,1.64594824382129,-0.442438981878084","-2.64588309309833,3.19342314392171,-1.30104336323686,4.75214624352603,6.39809448734732,5.95565550546924",TRUE,"6,6,-1.28833879868095,1.77777841998658,-0.94381685770621,2.28082864480871,2.02765951900719,0.725284086494952,0.763232502318381,2.28082864480871,1.60990282676576,3.06611721866753,-2.72159527769279,3.22464550251492,-0.25316912580152,-1.30237543251224,0.40272457703518,3.22464550251492,2.40693874639674,80",2.28082864480871,3.22464550251492,80,1.60990282676576,2.40693874639674,TRUE,"singing_block1",11,1,10,NA,50.6458884860963,"low","low",9,2.571429,1,"male",32,0,"5.83930623702005,-4.49446650715857,6.05318960676288,1.64594824382129,-0.442438981878084",1.60990282676576,2.40693874639674,"last3"
"161b1",2266,5,"custom_trial",1203,"21b1","high",4,60.4823645097518,"63.678745809592,56.0234168975193,56.3439838822954,55.7395540607046,55.5315302216522,63.2657887284219",6,"-7.65532891207266,0.320566984776065,-0.604429821590756,-0.20802383905243,7.73425850676976","63.2150716578276,55.9642910711116,55.5961022409074,55.746074847818,55.49300073904,60.8920843230851",6,"-7.25078058671596,-0.368188830204183,0.149972606910588,-0.253074108778037,5.39908358404509","2.7327071480758,-4.51807343864017,-4.88626226884435,-4.73628966193376,-4.9893637707118,0.409719813333297",TRUE,"6,6,-0.463674151764394,-0.0591258264076941,-0.747881641387941,0.00652078711340209,-0.0385294826122049,-2.37370440533687,-0.612732453399284,2.37370440533687,1.03390974602062,0.4045483253567,-0.688755814980247,0.754402428501344,-0.045050269725607,-2.33517492272467,-0.382006050714496,2.33517492272467,1.15431697474058,80",2.37370440533687,2.33517492272467,80,1.03390974602062,1.15431697474058,TRUE,"singing_block1",10,0,7,NA,57.9065783713738,"high","high",8,5.714286,5.142857,"male",38,3,"-7.25078058671596,-0.368188830204183,0.149972606910588,-0.253074108778037,5.39908358404509",1.03390974602062,1.15431697474058,"middle"
"161b1",2195,9,"custom_trial",1210,"16b1","high",5,63.4876927059152,"60.2796672601889,64.8701549917004,57.7535341076394,58.1604299611023,65.8008703478836,60.4028539561956,56.5842208461986,59.9299190821176,66.9094395182372,61.8243175209833",10,"4.59048773151142,-7.11662088406098,0.406895853462906,7.64044038678129,-5.39801639168799,-3.81863310999696,3.34569823591894,6.9795204361196,-5.08512199725387","56.5423459702255,63.8860299477869,58.9108219691131,57.7630057490715,55.9867159820989,54.8521219062475,61.4311857136226,59.7434061328703,58.0450685020084,64.9113429765285",10,"7.34368397756145,-4.97520797867377,-1.1478162200416,-1.77628976697268,-1.13459407585131,6.57906380737508,-1.68777958075236,-1.69833763086187,6.8662744745201","-6.94534673568976,0.398337241871687,-4.57687073680208,-5.72468695684368,-7.50097672381636,-8.63557079966767,-2.05650699229259,-3.74428657304495,-5.44262420390682,1.42365027061327",TRUE,"10,10,-3.73732128996349,-0.984125043913458,1.15728786147375,-0.397424212030749,-9.81415436578472,-5.55073204994804,4.846964867424,-0.186512949247302,-8.86437101622877,3.0870254555452,-2.04433627426736,9.81415436578472,5.05169517205548,2.75319624605003,2.14141290538721,-1.5547120735045,-9.41673015375397,4.26342231583668,10.397696917372,-5.0334778166713,-8.67785806698147,11.951396471774,0.758260749500965,11.951396471774,7.24970147612663,33.3333333333333",9.81415436578472,11.951396471774,33.3333333333333,5.05169517205548,7.24970147612663,TRUE,"singing_block1",11,1,11,NA,57.9065783713738,"high","high",8,5.714286,5.142857,"male",38,3,"7.34368397756145,-4.97520797867377,-1.1478162200416,-1.77628976697268,-1.13459407585131,6.57906380737508,-1.68777958075236,-1.69833763086187,6.8662744745201",5.05169517205548,7.24970147612663,"last3"
"161b1",2213,3,"custom_trial",1286,"59b1","high",4,58.8418240330876,"56.5150095751973,60.9037414406169,62.7598978043457,55.0654147561998,55.6037990667647,59.4561754951592,62.035000887072",7,"4.38873186541962,1.85615636372881,-7.69448304814591,0.538384310564894,3.85237642839452,2.57882539191274","56.5806719677423,59.6900228822557,63.6887896731639,60.4703172381343,59.4908771125799,62.4209458350194,57.4772582527917",7,"3.10935091451344,3.99876679090811,-3.21847243502955,-0.979440125554376,2.9300687224395,-4.9436875822277","-2.26115206534531,0.848198849168135,4.84696564007624,1.62849320504669,0.649053079492312,3.57912180193181,-1.36456578029588",TRUE,"7,7,0.0656623925450006,-1.21371855836117,0.928891868818127,5.40490248193449,3.88707804581522,2.96477033986019,-4.55774263428025,1.06854913376166,5.40490248193449,3.29990242398149,-1.27938095090617,2.1426104271793,4.47601061311636,-1.51782443611927,-0.922307705955021,-7.52251297414044,-0.770567504470874,7.52251297414044,3.78604697185128,66.6666666666667",5.40490248193449,7.52251297414044,66.6666666666667,3.29990242398149,3.78604697185128,TRUE,"singing_block1",10,0,9,NA,57.9065783713738,"high","high",8,5.714286,5.142857,"male",38,3,"3.10935091451344,3.99876679090811,-3.21847243502955,-0.979440125554376,2.9300687224395,-4.9436875822277",3.29990242398149,3.78604697185128,"first3"
"172b1",2290,6,"custom_trial",1285,"8b1","low",4,60.6634669091993,"54.568812290602,59.3325032302058,61.1312051652118,58.8186530661922,52.2256682212196,55.9568763668151,50.5969068615233,60.9248404012981",8,"4.76369093960378,1.798701935006,-2.31255209901961,-6.59298484497261,3.73120814559555,-5.35996950529184,10.3279335397748","59.7967572297566,63.85431007266,60.3949275875146,57.4794660903368,61.6552976151936,59.4811719568101",6,"4.05755284290336,-3.45938248514543,-2.91546149717775,4.17583152485674,-2.17412565838345","-0.866709679442607,3.19084316346075,-0.268539321684678,-3.18400081886243,0.99183070599431,-1.18229495238914",TRUE,"6,8,5.22794493915463,4.52180684245421,-0.736277577697216,-1.33918697585536,9.42962939397398,3.52429558999499,3.43803536867087,9.42962939397398,5.02414572752382,-0.706138096700421,-5.25808442015143,-0.602909398158147,10.7688163698293,-5.90533380397899,-0.340729869831928,10.7688163698293,5.98915613199322,28.5714285714286",9.42962939397398,10.7688163698293,28.5714285714286,5.02414572752382,5.98915613199322,TRUE,"singing_block1",10,0,12,NA,48.2931167617477,"low","low",9,2.285714,1,"male",39,0,"4.05755284290336,-3.45938248514543,-2.91546149717775,4.17583152485674,-2.17412565838345",5.53027215765291,8.08993877971484,"middle"
"168b1",2321,5,"custom_trial",1231,"112b1","low",4,58.9830003652088,"54.2424750923026,53.2410509933307,52.8611067322561,52.152023148413,51.8969762681235,51.1638367831507",6,"-1.00142409897194,-0.379944261074627,-0.709083583843061,-0.255046880289562,-0.733139484972796","53.9622146033719,52.6532332775556,52.3847994261705,51.4203525367087,51.5772581992244,51.2338828489518",6,"-1.30898132581627,-0.268433851385105,-0.96444688946179,0.156905662515655,-0.343375350272581","-5.02078576183685,-6.32976708765312,-6.59820093903822,-7.56264782850001,-7.40574216598436,-7.74911751625694",TRUE,"6,6,-0.280260488930729,-0.58781771577506,-0.476307306085538,-0.731670611704267,-0.31971806889905,0.070046065801165,-0.38762135426558,0.731670611704267,0.464293771480158,-0.307557226844331,0.111510409689522,-0.255363305618729,0.411952542805217,0.389764134700215,0.0700613109463788,0.411952542805217,0.3142793074105,80",0.731670611704267,0.411952542805217,80,0.464293771480158,0.3142793074105,TRUE,"singing_block1",11,1,8,NA,48.726278171486,"low","low",10,3.428571,2,"male",71,0,"-1.30898132581627,-0.268433851385105,-0.96444688946179,0.156905662515655,-0.343375350272581",0.464293771480158,0.3142793074105,"middle"
"165b1",2390,8,"custom_trial",1273,"100b1","low",3,59.4281193855184,"51.8479187006389,61.180360124322,62.9581797080853,58.4669599615057,57.9065028817614",5,"9.33244142368314,1.77781958376326,-4.49121974657955,-0.560457079744296","58.7835137624283,58.9407216037176,65.4085890310929,58.3765380574687,59.007882194576,60.1059622916859",6,"0.157207841289306,6.46786742737529,-7.03205097362416,0.631344137107249,1.09808009710994","-0.644605623090087,-0.48739778180078,5.98046964557451,-1.05158132804965,-0.420237190942402,0.677842906167534",TRUE,"6,5,6.93559506178944,-2.23963852060439,2.45040932300764,-0.0904219040369725,1.10137931281457,1.63146465459406,6.93559506178944,3.47402296842728,-9.17523358239383,4.69004784361203,-2.54083122704461,1.19180121685154,-1.45855393724372,9.17523358239383,5.33988936055025,50",6.93559506178944,9.17523358239383,50,3.47402296842728,5.33988936055025,TRUE,"singing_block1",10,0,5,NA,48.2971968889391,"low","low",9,5.285714,2.857143,"female",54,0,"0.157207841289306,6.4678674273753,-7.03205097362417,0.631344137107249,1.09808009710994",4.62852499682557,6.03095979075032,"last3"
"159b1",2304,5,"custom_trial",975,"48b1","low",4,61.2494418713311,"62.0055923890748,57.0504973527568,59.8305732292241,55.8099192812635,56.8561510450586,60.3067897196089,57.6670102424624",7,"-4.95509503631793,2.78007587646729,-4.02065394796061,1.04623176379506,3.45063867455031,-2.63977947714648","52.9271993456469,62.5089666345798,54.0636922113849,52.0104740714961,52.0266733946648,51.4418123320342,52.0259035104709",7,"9.58176728893293,-8.44527442319489,-2.05321813988881,0.016199323168685,-0.584861062630623,0.584091178436736","-8.32224252568425,1.25952476324868,-7.1857496599462,-9.23896779983502,-9.22276847666633,-9.80762953929695,-9.22353836086022",TRUE,"7,7,-9.07839304342787,5.45846928182299,-5.7668810178392,-3.7994452097674,-4.82947765039377,-8.8649773875747,-5.64110673199149,-4.64597310845306,9.07839304342787,6.47675592679685,14.5368623252509,-11.2253502996622,1.9674358080718,-1.03003244062637,-4.03549973718093,3.22387065558321,0.572881051906064,14.5368623252509,7.84154774511775,16.6666666666667",9.07839304342787,14.5368623252509,16.6666666666667,6.47675592679685,7.84154774511775,TRUE,"singing_block1",10,0,7,NA,48.3128325195207,"low","low",6,NA,NA,"male",59,0,"9.58176728893293,-8.44527442319489,-2.05321813988881,0.016199323168685,-0.584861062630623,0.584091178436736",6.47675592679685,7.84154774511775,"middle"
"161b1",2294,6,"custom_trial",1120,"77b1","high",5,61.174127107362,"48.0438100431964,62.4710691128252,56.4122238895008,59.9342821612391,57.009972867518,62.4808791235626,56.797026708377,50.4895957328346,57.1189969573924",9,"14.4272590696288,-6.0588452233244,3.52205827173825,-2.92430929372112,5.47090625604466,-5.68385241518561,-6.30743097554245,6.62940122455785","47.4130033504839,64.4440138242837,59.2917042485153,57.1105448805291,64.123422852176,59.0555389420796,57.5799845030209,60.027872021449,56.9438320674311",9,"17.0310104737998,-5.15230957576836,-2.18115936798626,7.01287797164691,-5.0678839100964,-1.47555443905868,2.44788751842808,-3.08403995401785","-13.761123756878,3.2698867169217,-1.88242285884665,-4.06358222683291,2.94929574481399,-2.1185881652824,-3.59414260434109,-1.146255085913,-4.23029503993085",TRUE,"9,9,-0.63080669271244,1.97294471145847,2.87948035901452,-2.82373728070999,7.11344998465804,-3.42534018148302,0.782957794643913,9.53827628861444,-0.175164889961259,1.69245112150252,9.53827628861444,4.40343140862759,2.60375140417091,0.906535647556048,-5.70321763972451,9.93718726536803,-10.5387901661411,4.20829797612693,8.75531849397053,-9.7134411785757,0.0569552253438976,10.5387901661411,7.40488117671721,37.5",9.53827628861444,10.5387901661411,37.5,4.40343140862759,7.40488117671721,TRUE,"singing_block1",10,0,9,NA,57.9065783713738,"high","high",8,5.714286,5.142857,"male",38,3,"17.0310104737998,-5.15230957576836,-2.18115936798626,7.01287797164691,-5.0678839100964,-1.47555443905868,2.44788751842808,-3.08403995401785",4.40343140862759,7.40488117671721,"middle"
"165b1",2296,8,"custom_trial",1248,"40b1","low",4,62.4334157128548,"64.0883727466075,59.2025560474788,61.0597944113867,59.0373438445938,61.1913186131587,58.7963582936645,60.4116036314457",7,"-4.88581669912876,1.8572383639079,-2.02245056679285,2.15397476856488,-2.39496031949417,1.61524533778118","58.0178637865349,60.985656444601,58.6023167530925,63.8041499491011,57.7959719739069,60.5936501545111",6,"2.96779265806605,-2.38333969150845,5.20183319600859,-6.00817797519419,2.79767818060415","-4.41555192631991,-1.44775926825386,-3.83109895976231,1.37073423624628,-4.63744373894791,-1.83976555834376",TRUE,"6,7,-6.07050896007262,1.78310039712219,-2.45747765829415,4.76680610450728,-3.39534663925178,1.79729186084654,-0.596022482523757,6.07050896007262,3.73163949163692,7.85360935719481,-4.24057805541634,7.22428376280143,-8.16215274375907,5.19263850009833,1.57356016418383,8.16215274375907,6.71470312180859,0",6.07050896007262,8.16215274375907,0,3.73163949163692,6.71470312180859,TRUE,"singing_block1",10,0,8,NA,48.2971968889391,"low","low",9,5.285714,2.857143,"female",54,0,"2.96779265806605,-2.38333969150845,5.20183319600859,-6.00817797519419,2.79767818060415",3.57133008872403,6.15447769681744,"last3"
"172b1",2305,8,"custom_trial",1225,"64b1","low",3,58.6783708628177,"59.0961759906333,55.4935991401377,54.2313722161866,55.100813663392",4,"-3.60257685049554,-1.26222692395115,0.869441447205382","60.3783125417205,55.3117471067326,52.0186806983004,55.8017510902735",4,"-5.06656543498794,-3.29306640843215,3.78307039197307","1.6999416789028,-3.36662375608514,-6.65969016451729,-2.87661977254422",TRUE,"4,4,1.28213655108726,-0.181852033405143,-2.21269151788614,0.700937426881545,-0.102867393330621,2.21269151788614,1.32893390800823,-1.4639885844924,-2.030839484481,2.91362894476769,-0.193733041401903,2.91362894476769,2.21786723490829,100",2.21269151788614,2.91362894476769,100,1.32893390800823,2.21786723490829,TRUE,"singing_block1",10,0,5,NA,48.2931167617477,"low","low",9,2.285714,1,"male",39,0,"-5.06656543498794,-3.29306640843215,3.78307039197307",1.32893390800823,2.21786723490829,"last3"
"161b1",2301,7,"custom_trial",1341,"55b1","high",4,59.7071676677209,"55.9262225312344,57.4195083860767,58.5907679577845,60.0511022938783,61.9309831444504,54.6320236894166,55.4643959861493",7,"1.49328585484231,1.17125957170775,1.46033433609379,1.87988085057211,-7.29895945503381,0.8323722967327","53.3463542405461,58.1211534745861,61.5751202452316,58.8185769446703,61.9540449237706,58.7066770752779,55.5311200891399",7,"4.77479923403997,3.45396677064549,-2.75654330056134,3.13546797910038,-3.24736784849271,-3.17555698613799","-6.36081342717477,-1.5860141931348,1.86795257751069,-0.888590723050655,2.24687725604973,-1.00049059244299,-4.17604757858098",TRUE,"7,7,-2.57986829068828,0.701645088509373,2.98435228744711,-1.23252534920803,0.0230617793202441,4.07465338586134,0.0667241029906478,0.576863286318915,4.07465338586134,2.20976041707357,3.28151337919765,2.28270719893774,-4.21687763665513,1.25558712852827,4.05159160654109,-4.00792928287069,0.441098732279822,4.21687763665513,3.36195701778171,66.6666666666667",4.07465338586134,4.21687763665513,66.6666666666667,2.20976041707357,3.36195701778171,TRUE,"singing_block1",10,0,5,NA,57.9065783713738,"high","high",8,5.714286,5.142857,"male",38,3,"4.77479923403997,3.45396677064549,-2.75654330056134,3.13546797910038,-3.24736784849271,-3.17555698613799",2.20976041707357,3.36195701778171,"middle"
"168b1",2463,9,"custom_trial",1479,"110b1","low",4,63.4435890325822,"60.2917472339293,51.4213150159838,66.1040727502385,60.0487163699829,61.4646685693554,52.417446269",6,"-8.87043221794548,14.6827577342547,-6.05535638025556,1.41595219937251,-9.04722230035544","55.5418756372322,53.0069552031302,65.6576862719455,60.4453397912412,58.4268326573649,60.3379741600721",6,"-2.53492043410198,12.6507310688152,-5.21234648070426,-2.01850713387626,1.91114150270716","-7.90171339534996,-10.4366338294519,2.21409723936331,-2.99824924134094,-5.01675637521721,-3.10561487251005",TRUE,"6,6,-4.74987159669706,1.58564018714645,-0.446386478292993,0.396623421258312,-3.03783591199046,7.92052789107213,0.278116252082731,7.92052789107213,4.02896419930994,6.33551178384351,-2.03202666543945,0.843009899551305,-3.43445933324877,10.9583638030626,2.53407989755384,10.9583638030626,5.94743231613493,60",7.92052789107213,10.9583638030626,60,4.02896419930994,5.94743231613493,TRUE,"singing_block1",10,0,6,NA,48.726278171486,"low","low",10,3.428571,2,"male",71,0,"-2.53492043410198,12.6507310688152,-5.21234648070426,-2.01850713387626,1.91114150270716",4.02896419930994,5.94743231613493,"last3"
"177b1",2567,5,"custom_trial",1442,"56b1","high",4,59.1766223921288,"57.1560548092716,57.0018254543696,62.9940182032455,56.1422195165739,56.6284159640328,56.9950685418849",6,"-0.154229354902014,5.99219274887592,-6.85179868667164,0.486196447458937,0.366652577852086","59.7234735900687,67.2841492955219,61.7810060346422,68.6173826337012,62.6641069261371,58.4174005562881",6,"7.56067570545318,-5.50314326087975,6.83637659905903,-5.95327570756406,-4.24670636984905","0.54685119793993,8.10752690339311,2.60438364251336,9.44076024157239,3.48748453400833,-0.759221835840719",TRUE,"6,6,2.5674187807971,10.2823238411523,-1.21301216860337,12.4751631171273,6.0356909621043,1.42233201440316,5.26165275783013,12.4751631171273,7.1632337883535,7.71490506035519,-11.4953360097557,13.6881752857307,-6.439472155023,-4.61335894770114,-0.229017353278788,13.6881752857307,9.39977164760951,0",12.4751631171273,13.6881752857307,0,7.1632337883535,9.39977164760951,TRUE,"singing_block1",10,0,6,NA,60.0689072099517,"high","high",6,1.857143,2,"female",28,0,"7.56067570545318,-5.50314326087975,6.83637659905903,-5.95327570756406,-4.24670636984905",7.1632337883535,9.39977164760951,"middle"
"177b1",2572,5,"custom_trial",1169,"85b1","high",4,61.6208656899958,"62.0932326472617,56.3114997024641,59.5123456957304,53.4305136128394,52.9096913838853,59.0960088226998,61.6746681964098,64.7942090141775",8,"-5.78173294479761,3.20084599326626,-6.08183208289094,-0.52082222895416,6.1863174388145,2.57865937371002,3.11954081776776","49.3665900623799,68.2035539601754,63.0426960443691,58.7540229236238,54.6783747786442,59.7354560565965,56.1177989314795",7,"18.8369638977955,-5.16085791580625,-4.2886731207453,-4.07564814497964,5.05708127795226,-3.61765712511692","-12.2542756276158,6.58268827017963,1.42183035437338,-2.86684276637192,-6.94249091135156,-1.88540963339929,-5.50306675851621",TRUE,"7,8,-12.7266425848818,11.8920542577113,3.53035034863878,5.32350931078442,1.76868339475894,0.639447233896703,-5.55686926493024,0.695790385139724,12.7266425848818,7.35437130129498,24.6186968425931,-8.3617039090725,1.79315896214564,-3.55482591602548,-1.12923616086223,-6.19631649882695,1.19496221999193,24.6186968425931,11.041739335418,42.8571428571429",12.7266425848818,24.6186968425931,42.8571428571429,7.35437130129498,11.041739335418,TRUE,"singing_block1",10,0,8,NA,60.0689072099517,"high","high",6,1.857143,2,"female",28,0,"18.8369638977955,-5.16085791580625,-4.2886731207453,-4.07564814497964,5.05708127795226,-3.61765712511692",8.77937118465101,11.8234478509231,"middle"
"161b1",2341,5,"custom_trial",875,"88b1","high",4,60.464270000715,"54.9970132875909,58.3004095970328,59.5021586398714,56.8205634491015,54.7614363732549,59.0474843291741,55.0361922818519",7,"3.30339630944191,1.20174904283863,-2.68159519076991,-2.05912707584663,4.28604795591919,-4.01129204732213","54.0835656637317,57.1353946977488,60.5384317244626,56.7166866201063,58.9129526567533,56.4357515096774,54.4344249335395",7,"3.05182903401711,3.40303702671385,-3.82174510435635,2.19626603664701,-2.47720114707586,-2.00132657613789","-6.38070433698334,-3.32887530296623,0.074161723747622,-3.74758338060873,-1.55131734396172,-4.02851849103758,-6.02984506717547",TRUE,"7,7,-0.91344762385922,-1.16501489928402,1.03627308459121,-0.103876828995233,4.1515162834984,-2.61173281949664,-0.601767348312407,-0.0297214502654159,4.1515162834984,1.98906504571589,-0.251567275424797,2.20128798387523,-1.14014991358644,4.25539311249364,-6.76324910299505,2.00996547118424,0.0519467125911355,6.76324910299505,3.51422743700147,66.6666666666667",4.1515162834984,6.76324910299505,66.6666666666667,1.98906504571589,3.51422743700147,TRUE,"singing_block1",10,0,11,NA,57.9065783713738,"high","high",8,5.714286,5.142857,"male",38,3,"3.05182903401711,3.40303702671385,-3.82174510435635,2.19626603664701,-2.47720114707586,-2.00132657613789",1.98906504571589,3.51422743700147,"middle"
"165b1",2342,8,"custom_trial",1200,"18b1","low",0,60.3571702985699,"60.5072358800491,57.1972051623929,60.7889805007595",3,"-3.31003071765628,3.59177533836661","59.6251429310221,58.6343055963577,60.2258580084246",3,"-0.990837334664334,1.59155241206687","-0.732027367547801,-1.72286470221214,-0.131312290145267",TRUE,"3,3,-0.882092949027047,1.43710043396489,-0.563122492334848,-0.00270500246566741,1.43710043396489,1.02639377911188,2.31919338299194,-2.00022292629974,0.159485228346099,2.31919338299194,2.1655888001429,100",1.43710043396489,2.31919338299194,100,1.02639377911188,2.1655888001429,TRUE,"singing_block1",11,1,4,NA,48.2971968889391,"low","low",9,5.285714,2.857143,"female",54,0,"-0.990837334664334,1.59155241206687",1.02639377911188,2.1655888001429,"last3"
"168b1",2457,10,"custom_trial",1446,"104b1","low",4,62.4094538382225,"53.3130564730331,63.2828838435156,58.6766197351426,59.7901663880076,54.483633980788,58.1191875702896,53.7260107380033",7,"9.96982737048248,-4.60626410837299,1.11354665286502,-5.30653240721962,3.63555358950161,-4.39317683228636","53.7459788239612,53.7118903470417,55.8988243544765,62.6131522082072,57.5774904479858,55.2331591824964,57.2005620816647",7,"-0.0340884769194574,2.1869340074348,6.71432785373063,-5.03566176022134,-2.34433126548949,1.96740289916836","-8.66347501426132,-8.69756349118077,-6.51062948374597,0.203698369984657,-4.83196339023668,-7.17629465572617,-5.2088917565578",TRUE,"7,7,0.43292235092806,-9.57099349647387,-2.77779538066608,2.82298582019953,3.09385646719781,-2.88602838779329,3.47455134366143,-0.772928754706631,9.57099349647387,4.43122603356623,-10.0039158474019,6.79319811580779,5.60078120086561,0.270870646998283,-5.9798848549911,6.36057973145472,0.506938165455562,10.0039158474019,6.50492110237874,33.3333333333333",9.57099349647387,10.0039158474019,33.3333333333333,4.43122603356623,6.50492110237874,TRUE,"singing_block1",10,0,9,NA,48.726278171486,"low","low",10,3.428571,2,"male",71,0,"-0.0340884769194574,2.1869340074348,6.71432785373063,-5.03566176022134,-2.34433126548949,1.96740289916836",4.43122603356623,6.50492110237874,"last3"
"161b1",2332,6,"custom_trial",865,"70b1","high",5,59.3059403922512,"65.0579821752239,58.886403655033,62.8635896415989,57.1893178146733,57.4521971403177,62.6364981144109,65.7079977051694,61.7578333458732,60.937908611161,62.551200159344",10,"-6.17157852019092,3.97718598656598,-5.67427182692566,0.262879325644434,5.18430097409315,3.07149959075849,-3.95016435929612,-0.819924734712259,1.61329154818301","58.1767720271858,53.3835935710034,64.6350381829883,60.4675651435191,62.3088699127399,58.6418717918507,62.8710219002412,58.8152545594444,58.2557683917579,56.788852472165",10,"-4.79317845618239,11.2514446119849,-4.16747303946921,1.84130476922082,-3.66699812088917,4.22915010839046,-4.05576734079675,-0.559486167686515,-1.46691591959292","-1.12916836506543,-5.92234682124782,5.32909779073704,1.16162475126784,3.00292952048866,-0.664068600400512,3.56508150798995,-0.490685832806797,-1.05017200049331,-2.51708792008623",TRUE,"10,10,-6.88121014803809,-5.50281008402956,1.77144854138932,3.27824732884577,4.85667277242216,-3.99462632256016,-2.83697580492819,-2.94257878642881,-2.68214021940307,-5.762347687179,-2.06963204099096,6.88121014803809,4.33782141100896,1.37840006400853,7.27425862541888,1.50679878745645,1.57842544357639,-8.85129909498232,1.15765051763197,-0.105602981500624,0.260438567025744,-3.08020746777594,0.124318051206566,8.85129909498232,4.06651643744368,66.6666666666667",6.88121014803809,8.85129909498232,66.6666666666667,4.33782141100896,4.06651643744368,TRUE,"singing_block1",10,0,11,NA,57.9065783713738,"high","high",8,5.714286,5.142857,"male",38,3,"-4.79317845618239,11.2514446119849,-4.16747303946921,1.84130476922082,-3.66699812088917,4.22915010839046,-4.05576734079675,-0.559486167686515,-1.46691591959292",4.33782141100896,4.06651643744368,"middle"
"177b1",2523,9,"custom_trial",1354,"79b1","high",5,61.1178688420173,"57.9118753647761,57.4264228151661,64.6723682500516,56.1434319880887,56.0813805852724,56.7320684186683,64.8052289516037,55.2228412110227,55.8307220765385",9,"-0.485452549610017,7.2459454348855,-8.52893626196283,-0.0620514028163015,0.650687833395835,8.07316053293538,-9.58238774058093,0.607880865515774","62.964044315627,60.7328194659969,57.2092112327118,65.0093382004349,60.844839158392,60.4071426175697,58.3869256633362,55.7668058498672,43.2859943804199",9,"-2.23122484963004,-3.52360823328511,7.80012696772307,-4.16449904204287,-0.437696540822323,-2.0202169542335,-2.62011981346898,-12.4808114694473","1.84617547360966,-0.385049376020376,-3.90865760930549,3.89146935841759,-0.273029683625282,-0.710726224447605,-2.7309431786811,-5.35106299215008,-17.8318744615974",TRUE,"9,9,5.05216895085091,3.30639665083088,-7.46315701733973,8.86590621234618,4.76345857311961,3.67507419890145,-6.41830328826743,0.543964638844521,-12.5447276961186,-0.0243576418702421,12.5447276961186,6.71496745334772,-1.74577230002002,-10.7695536681706,16.3290632296859,-4.10244763922657,-1.08838437421816,-10.0933774871689,6.96226792711195,-13.0886923349631,-2.19961208087118,16.3290632296859,9.52199612147804,12.5",12.5447276961186,16.3290632296859,12.5,6.71496745334772,9.52199612147804,TRUE,"singing_block1",10,0,11,NA,60.0689072099517,"high","high",6,1.857143,2,"female",28,0,"-2.23122484963004,-3.52360823328511,7.80012696772307,-4.16449904204287,-0.437696540822323,-2.0202169542335,-2.62011981346898,-12.4808114694473",6.71496745334772,9.52199612147804,"last3"
