"participant_id","id","degree","type","origin_id","network_id","register_trial","max_num_diff_pitches_allowed","reference_pitch","target_pitch1","target_pitch2","num_target_pitches","target_interval1","sung_pitch1","sung_pitch2","num_sung_pitches","sung_interval1","in2ref_1","in2ref_2","save_plot","stats","max_abs_pitch_error","max_abs_interval_error","direction_accuracy","root_mean_squared_pitch","root_mean_squared_interval","full","trial_maker_id","net_n_trials","net_n_failed_trials","net_num_notes","register_source","sung_median_pitch","register","predicted_register","singing_performance","GMSI_SA","GMSI_MT","age","gender","mt","confirm_sung_intervals","pitch_RMSE","interval_RMSE","int_class"
"117b2",1726,2,"custom_trial",667,"174b2","high",0,58.8162875367655,62.3103703500583,54.0490916961096,2,-8.26127865394871,61.6224962651871,53.9264861008242,2,-7.69601016436289,2.80620872842165,-4.88980143594124,TRUE,"2,2,-0.687874084871211,-0.122605595285393,-0.405239840078302,0.687874084871211,0.494066234746259,0.565268489585819,0.565268489585819,0.565268489585819,0.565268489585819,100",0.687874084871211,0.565268489585819,100,0.494066234746259,0.565268489585819,TRUE,"singing_block1",10,0,NA,NA,56.702239361694,"high","high",9,2.285714,1,41,"female",0,-7.69601016436289,0.494066234746259,0.565268489585819,"first3"
"155b2",2466,4,"custom_trial",1746,"189b2","high",0,60.8433510968348,60.455934909627,66.0534690628301,2,5.59753415320311,59.48980692989,65.7524442224347,2,6.26263729254475,-1.3535441669448,4.90909312559995,TRUE,"2,2,-0.966127979737038,-0.301024840395399,-0.633576410066219,0.966127979737038,0.715548470673317,0.665103139341639,0.665103139341639,0.665103139341639,0.665103139341639,100",0.966127979737038,0.665103139341639,100,0.715548470673317,0.665103139341639,TRUE,"singing_block1",10,0,NA,NA,56.5981625548258,"high","high",9,3.142857,2.142857,37,"female",1,6.26263729254475,0.715548470673317,0.665103139341639,"middle"
"134b2",2090,5,"custom_trial",1468,"168b2","high",0,59.9141553242054,59.8218740079795,52.4132759647237,2,-7.40859804325584,60.3402702082581,52.9830253194933,2,-7.35724488876482,0.426114884052687,-6.93113000471214,TRUE,"2,2,0.518396200278552,0.56974935476957,0.544072777524061,0.56974935476957,0.544678321453857,0.051353154491018,0.051353154491018,0.051353154491018,0.051353154491018,100",0.56974935476957,0.051353154491018,100,0.544678321453857,0.051353154491018,TRUE,"singing_block1",10,0,NA,NA,60.2750160863532,"high","high",8,2.857143,1,33,"female",0,-7.35724488876482,0.544678321453857,0.051353154491018,"middle"
"107b2",1729,4,"custom_trial",1288,"8b2","high",0,60.6882873334884,60.0435109236144,54.8232661299582,2,-5.2202447936562,60.2483338213376,54.7506908471079,2,-5.49764297422967,-0.439953512150808,-5.93759648638048,TRUE,"2,2,0.204822897723261,-0.0725752828502095,0.0661238074365258,0.204822897723261,0.153654793469877,-0.277398180573471,-0.277398180573471,0.277398180573471,0.277398180573471,100",0.204822897723261,0.277398180573471,100,0.153654793469877,0.277398180573471,TRUE,"singing_block1",12,2,NA,NA,57.7647557498899,"high","high",8,4,4.142857,30,"nonbinary",5,-5.49764297422967,0.153654793469877,0.277398180573471,"middle"
"145b2",2243,7,"custom_trial",1520,"203b2","high",0,60.0555827057565,56.9524461866405,60.4852036424469,2,3.53275745580645,57.105164665499,60.2633470984164,2,3.15818243291737,-2.95041804025754,0.207764392659833,TRUE,"2,2,0.15271847885851,-0.221856544030572,-0.0345690325860311,0.221856544030572,0.190451122225686,-0.374575022889083,-0.374575022889083,0.374575022889083,0.374575022889083,100",0.221856544030572,0.374575022889083,100,0.190451122225686,0.374575022889083,TRUE,"singing_block1",10,0,NA,NA,59.7278218478688,"high","high",10,5.714286,1.142857,44,"female",0,3.15818243291737,0.190451122225686,0.374575022889083,"middle"
"111b2",1731,4,"custom_trial",1277,"66b2","high",0,58.7042757167867,57.4356941498488,64.4950459958959,2,7.0593518460471,57.1930773960178,64.5235341291014,2,7.33045673308359,-1.51119832076885,5.81925841231475,TRUE,"2,2,-0.242616753830994,0.0284881332054994,-0.107064310312747,0.242616753830994,0.172734569459943,0.271104887036493,0.271104887036493,0.271104887036493,0.271104887036493,100",0.242616753830994,0.271104887036493,100,0.172734569459943,0.271104887036493,TRUE,"singing_block1",11,1,NA,NA,61.7542453405104,"high","high",10,2.428571,4.428571,59,"female",6,7.33045673308359,0.172734569459943,0.271104887036493,"middle"
"111b2",1736,2,"custom_trial",785,"92b2","high",0,59.026514592999,59.039709278936,57.3364172123719,2,-1.70329206656407,59.0098584657489,58.3674479061436,2,-0.642410559605324,-0.016656127250144,-0.659066686855468,TRUE,"2,2,-0.0298508131871245,1.03103069377162,0.500589940292247,1.03103069377162,0.729354290639028,1.06088150695874,1.06088150695874,1.06088150695874,1.06088150695874,100",1.03103069377162,1.06088150695874,100,0.729354290639028,1.06088150695874,TRUE,"singing_block1",10,0,NA,NA,61.7542453405104,"high","high",10,2.428571,4.428571,59,"female",6,-0.642410559605324,0.729354290639028,1.06088150695874,"first3"
"111b2",1742,4,"custom_trial",1072,"183b2","high",0,61.505016381255,57.4191813625407,68.9426769824442,2,11.5234956199034,57.4408204942402,68.8367670335066,2,11.3959465392665,-4.06419588701485,7.33175065225161,TRUE,"2,2,0.0216391316994518,-0.105909948937537,-0.0421354086190426,0.105909948937537,0.0764368016882507,-0.127549080636989,-0.127549080636989,0.127549080636989,0.127549080636989,100",0.105909948937537,0.127549080636989,100,0.0764368016882507,0.127549080636989,TRUE,"singing_block1",11,1,NA,NA,61.7542453405104,"high","high",10,2.428571,4.428571,59,"female",6,11.3959465392665,0.0764368016882507,0.127549080636989,"middle"
"133b2",1949,6,"custom_trial",1326,"175b2","high",0,61.0441221013642,61.7868487336517,53.5369030062745,2,-8.2499457273772,61.5922825626289,53.6074549041141,2,-7.98482765851477,0.548160461264686,-7.43666719725009,TRUE,"2,2,-0.194566171022764,0.070551897839664,-0.06200713659155,0.194566171022764,0.146344738879192,0.265118068862428,0.265118068862428,0.265118068862428,0.265118068862428,100",0.194566171022764,0.265118068862428,100,0.146344738879192,0.265118068862428,TRUE,"singing_block1",12,2,NA,NA,60.838034700786,"high","high",10,4.571429,4,54,"female",3,-7.98482765851477,0.146344738879192,0.265118068862428,"middle"
"107b2",1746,5,"custom_trial",1256,"179b2","high",0,60.559969517601,65.7386796164782,57.7865348291029,2,-7.95214478737533,65.1766227399511,58.2977159703476,2,-6.87890676960349,4.6166532223501,-2.26225354725339,TRUE,"2,2,-0.562056876527123,0.51118114124472,-0.0254378676412017,0.562056876527123,0.537221598418976,1.07323801777184,1.07323801777184,1.07323801777184,1.07323801777184,100",0.562056876527123,1.07323801777184,100,0.537221598418976,1.07323801777184,TRUE,"singing_block1",10,0,NA,NA,57.7647557498899,"high","high",8,4,4.142857,30,"nonbinary",5,-6.87890676960349,0.537221598418976,1.07323801777184,"middle"
"117b2",1738,3,"custom_trial",760,"52b2","high",0,63.0803941013587,65.9983216370337,57.0811307067784,2,-8.91719093025525,66.8335823571044,59.1263760448638,2,-7.70720631224056,3.75318825574571,-3.95401805649485,TRUE,"2,2,0.835260720070707,2.04524533808539,1.44025302907805,2.04524533808539,1.56216019720339,1.20998461801469,1.20998461801469,1.20998461801469,1.20998461801469,100",2.04524533808539,1.20998461801469,100,1.56216019720339,1.20998461801469,TRUE,"singing_block1",12,2,NA,NA,56.702239361694,"high","high",9,2.285714,1,41,"female",0,-7.70720631224056,1.56216019720339,1.20998461801469,"first3"
"111b2",1751,2,"custom_trial",632,"119b2","high",0,59.0465234999507,57.4184872596591,68.1176239732234,2,10.6991367135643,57.3226353979792,67.9448158462037,2,10.6221804482245,-1.72388810197157,8.89829234625294,TRUE,"2,2,-0.0958518616799466,-0.172808127019721,-0.134329994349834,0.172808127019721,0.139732294319487,-0.0769562653397742,-0.0769562653397742,0.0769562653397742,0.0769562653397742,100",0.172808127019721,0.0769562653397742,100,0.139732294319487,0.0769562653397742,TRUE,"singing_block1",13,3,NA,NA,61.7542453405104,"high","high",10,2.428571,4.428571,59,"female",6,10.6221804482245,0.139732294319487,0.0769562653397742,"first3"
"128b2",1948,2,"custom_trial",1463,"37b2","low",0,60.05041256121,60.7420103884836,53.333382489851,2,-7.40862789863257,59.9390036315071,53.0158193016985,2,-6.92318432980863,-0.111408929702904,-7.03459325951153,TRUE,"2,2,-0.803006756976487,-0.31756318815254,-0.560284972564514,0.803006756976487,0.610600618333907,0.485443568823946,0.485443568823946,0.485443568823946,0.485443568823946,100",0.803006756976487,0.485443568823946,100,0.610600618333907,0.485443568823946,TRUE,"singing_block1",10,0,NA,NA,49.3605355575247,"low","low",9,4.714286,3.571429,62,"male",2,-6.92318432980863,0.610600618333907,0.485443568823946,"first3"
"128b2",2088,6,"custom_trial",1573,"194b2","low",0,62.0498412723236,59.6610425710449,68.6115342674113,2,8.95049169636643,59.2434411539131,68.1153233748644,2,8.87188222095133,-2.80640011841047,6.06548210254086,TRUE,"2,2,-0.417601417131806,-0.496210892546912,-0.456906154839359,0.496210892546912,0.458593607387137,-0.0786094754151065,-0.0786094754151065,0.0786094754151065,0.0786094754151065,100",0.496210892546912,0.0786094754151065,100,0.458593607387137,0.0786094754151065,TRUE,"singing_block1",12,2,NA,NA,49.3605355575247,"low","low",9,4.714286,3.571429,62,"male",2,8.87188222095133,0.458593607387137,0.0786094754151065,"middle"
