NaN,-14.85,-13.99,-11.93,-10.76,-9.52,-8.22,-7.18,-5.44,-4.36,NaN,NaN,-1.84,-0.629999999999999,0.379999999999999,1.75,NaN,4.07,5.67,6.53,7.35,8.5,9.55,10.8,12.29,13.16,NaN
NaN,-14.85,-13.73,-11.9,-10.49,NaN,NaN,-6.86,NaN,NaN,-4.19,-3.05,-1.88,-1.11,0.27,NaN,2.93,4.26,NaN,NaN,7.45,8.4,9.65,10.71,11.82,13.27,NaN
NaN,-14.85,-13.93,-11.93,NaN,NaN,NaN,-7.13,-5.44,NaN,-3.95,-3.3,-1.9,-1.12,-0.0500000000000007,1.87,NaN,4.11,5.71,NaN,7.55,8.39,9.38,10.32,11.96,13.28,14.77
NaN,-14.85,-13.99,-12.25,-11,-9.56,NaN,-7.07,-5.36,NaN,-4.13,-3.08,-1.67,-0.899999999999999,0.210000000000001,NaN,2.91,4.12,5.76,NaN,7.23,8.24,9.63,10.14,11.89,13.27,14.93
-15.94,-14.85,-13.91,NaN,-10.54,NaN,NaN,-7.45,-5.66,-4.73,NaN,-3,-2.14,-1.08,0.34,NaN,NaN,3.92,5.78,NaN,7.47,8.49,9.46,10.29,12.33,NaN,14.77
-15.94,-14.85,-13.91,-11.89,-10.58,NaN,NaN,-7.11,-5.73,-4.5,NaN,-3.21,-1.72,-1.05,0.27,1.73,NaN,4.08,5.57,NaN,7.1,8.4,9.18,10.5,11.91,13.11,NaN
-15.94,NaN,-13.69,NaN,NaN,-9.51,NaN,-6.96,-5.52,-4.64,-3.77,NaN,-1.61,-1.01,0.280000000000001,NaN,NaN,4.24,5.7,NaN,7.39,8.32,9.49,10.71,NaN,12.94,14.81
NaN,NaN,-13.52,-11.84,-10.45,NaN,NaN,-6.9,NaN,-4.68,NaN,-2.9,NaN,-0.989999999999998,0.18,NaN,3.14,4.15,5.51,6.44,7.33,8.34,9.59,10.36,11.69,NaN,14.93
-15.94,-14.85,-13.73,-11.99,-10.86,-9.6,NaN,-7.12,NaN,-4.68,NaN,NaN,-1.89,-1.24,0.199999999999999,NaN,NaN,4.33,5.66,6.47,7.02,8.2,NaN,10.18,11.96,NaN,14.84
NaN,NaN,-13.75,NaN,-10.52,NaN,NaN,-6.99,-5.31,NaN,-3.89,NaN,-1.64,NaN,0.399999999999999,NaN,NaN,3.72,5.79,NaN,NaN,8.25,9.55,10.35,12.01,12.94,14.87
-15.94,-14.85,-13.7,-11.42,NaN,NaN,NaN,-6.81,-5.38,NaN,NaN,-2.91,-2.24,-1.07,0.120000000000001,NaN,NaN,4.52,NaN,NaN,7.35,NaN,9.34,10.43,11.87,13.22,14.87
NaN,-14.85,-13.71,-11.49,-10.39,NaN,NaN,-7.49,NaN,NaN,-4.11,-3.21,-1.9,-1.14,0.169999999999998,NaN,NaN,4.11,5.56,NaN,7.44,8.28,9.48,10.62,11.86,NaN,14.79
-15.94,-14.85,-13.86,-11.82,-10.92,-9.45,NaN,-7.04,-5.49,-4.56,-3.8,NaN,-1.69,-1.13,0.0700000000000003,1.86,NaN,4.07,5.39,NaN,7.53,NaN,9.66,NaN,11.54,NaN,14.91
-15.94,-14.85,-13.61,-11.98,-10.71,NaN,NaN,-6.97,-5.42,-4.65,NaN,-2.8,-1.76,-1.01,0.23,NaN,NaN,4.32,5.69,NaN,7.73,8.31,9.57,10.53,11.95,NaN,14.71
NaN,-14.85,-13.99,-11.45,-10.3,NaN,NaN,-7.11,-5.4,-4.5,NaN,-2.95,NaN,-1.45,0.300000000000001,NaN,NaN,4.12,NaN,NaN,7.41,8.25,9.39,10.38,11.65,NaN,14.82
NaN,NaN,-13.52,-11.96,-10.51,NaN,NaN,-7.07,-5.26,NaN,NaN,-3.13,-1.94,-1.15,NaN,NaN,NaN,4.16,5.67,NaN,7.33,8.23,9.25,10.51,11.95,13.2,14.87
-15.94,-14.85,-13.57,-11.94,-10.86,NaN,NaN,-7.15,-5.16,NaN,NaN,-3.41,-1.64,-0.849999999999998,0.32,NaN,3.1,4.35,NaN,NaN,7.3,8.25,9.33,10.8,11.78,13.25,14.81
-15.94,-14.85,-13.96,-11.93,-10.38,NaN,NaN,-7.1,-5.53,NaN,-3.93,-2.75,NaN,-1.08,0.309999999999999,NaN,3.45,4.31,5.64,NaN,7.52,8.28,9.57,10.91,NaN,13.27,14.79
-15.94,-14.85,-13.89,-11.68,NaN,NaN,NaN,-7.09,-5.78,NaN,-3.74,NaN,-1.84,-0.969999999999999,0.259999999999998,NaN,NaN,4.28,NaN,NaN,7.47,8.28,9.18,10.74,11.87,NaN,14.85
NaN,-14.85,-13.91,-11.92,-10.91,-9.56,NaN,-7.32,NaN,-4.75,-4.11,-3.24,NaN,-1.03,0.34,2.13,NaN,4.14,NaN,NaN,7.73,8.26,9.2,10.8,11.69,NaN,NaN
NaN,-14.85,-13.84,-12.12,-10.79,NaN,NaN,-7.14,-5.26,-4.89,NaN,NaN,NaN,-1.12,0.329999999999998,NaN,3.23,4.4,NaN,NaN,7.44,NaN,9.16,10.61,11.47,NaN,14.84
