-19.8,-13.72,-12.52,-10.62,-9.68,-8.57,-7.72,NaN,-5.65,-4.57,-3.23,-1.87,0.120000000000001,2.65,4.36,5.13,6.64,7.26
NaN,-13.72,-12.54,-11.15,-9.37,NaN,-7.71,-6.69,-5.3,-4.5,-3.35,-1.83,-0.0500000000000007,2.68,NaN,4.78,6.62,NaN
-19.8,-13.53,-12.57,-10.67,-9.69,NaN,-7.69,-6.46,-5.04,NaN,-3.37,NaN,-0.149999999999999,NaN,NaN,4.79,NaN,7.28
NaN,-13.91,-12.52,NaN,-9.48,NaN,-7.88,-6.2,-5.21,NaN,-3.26,-1.85,0.210000000000001,2.69,4.2,4.93,6.62,NaN
-19.8,NaN,-12.55,-10.56,NaN,-8.74,-7.42,-6.5,-5.41,-4.61,-2.91,NaN,0.149999999999999,2.72,4.15,5.23,NaN,7.28
NaN,-13.44,-12.74,NaN,-9.45,NaN,-7.7,-6.33,-5.57,-4.52,-3.27,-1.94,0.18,2.39,4.1,4.93,NaN,NaN
NaN,-13.91,-12.6,NaN,-9.48,NaN,-7.79,-6.51,-5.61,-4.6,-3.25,-1.85,0.0700000000000003,2.48,4.16,4.99,6.64,7.26
NaN,-13.58,-12.72,NaN,-9.66,NaN,-7.77,-6.69,-5.6,NaN,-3.35,NaN,0.219999999999999,2.32,4.1,5.16,6.62,NaN
-19.8,-13.61,-12.63,-10.49,-9.61,NaN,-7.82,-6.57,-5.67,NaN,-3.41,-1.91,0.259999999999998,2.62,4.23,5.13,6.62,NaN
-19.8,-13.53,-12.66,-10.62,-9.61,NaN,-8.04,-6.49,-5.12,NaN,-3.22,-1.79,0.300000000000001,2.29,4.24,NaN,NaN,NaN
NaN,-13.81,-12.9,-10.51,-9.62,-8.66,-7.75,-6.67,-5.62,-4.89,-3.3,-1.84,0.140000000000001,2.6,4.31,NaN,6.63,7.19
-19.8,-13.44,-12.55,-10.57,-9.63,-8.31,-7.33,NaN,-5.61,-4.46,-3.16,-1.95,0.199999999999999,2.8,4.02,4.99,NaN,NaN
-19.8,-13.68,-12.45,-10.71,-9.53,-8.67,-7.83,-6.41,-5.5,-4.5,-3.07,-1.93,0.259999999999998,2.28,4.12,5.2,6.64,7.26
-19.8,-13.91,-12.4,-10.67,-9.52,-8.8,NaN,-6.43,-5.46,-4.43,-3.35,-1.89,0.309999999999999,2.06,4.2,4.9,6.65,7.26
-19.8,-13.66,-12.62,NaN,-9.55,-8.45,-7.94,-6.5,-5.56,-4.49,-3.23,-1.84,-0.120000000000001,2.65,4.15,4.85,6.62,NaN
NaN,-13.54,-12.48,NaN,-9.79,-8.65,-7.73,-6.65,-5.43,-4.46,-3.29,-1.99,0.390000000000001,2.09,NaN,4.79,NaN,7.28
NaN,NaN,-12.93,-11.11,-9.48,-8.73,-7.8,-6.37,-5.64,NaN,-3.07,-1.94,0.129999999999999,2.7,NaN,5,NaN,7.28
NaN,NaN,-12.8,-10.65,-9.33,NaN,-7.85,-6.51,-5.54,-4.59,-3.01,-1.84,0.259999999999998,2.63,NaN,5.07,NaN,NaN
-19.8,-13.72,-12.44,-10.73,-9.66,NaN,-7.73,NaN,-5.57,-4.44,-3.17,-1.89,0.169999999999998,2.64,NaN,4.9,6.7,7.27
NaN,-13.91,-12.82,NaN,-9.55,-8.91,-7.76,-6.42,-5.19,NaN,-3.26,-1.83,0.329999999999998,2.46,4.22,5.12,6.62,NaN
-19.8,-13.91,-12.46,-10.71,-9.62,NaN,-7.87,-6.31,-5.19,-4.51,-3.37,-1.84,0.370000000000001,2.63,4.24,NaN,6.7,7.27
-19.8,-13.67,-12.43,-10.81,-9.34,NaN,-8.01,-6.74,-5.52,-4.51,-3.15,-1.87,0.149999999999999,2.68,4.14,4.76,6.62,NaN
-19.8,-13.67,-12.84,-10.7,-9.42,-8.78,-7.86,-6.47,-5.47,-4.49,-3.07,-1.96,0.23,2.22,3.97,4.94,NaN,7.27
-19.8,-13.78,-12.66,-10.63,-9.63,NaN,-7.87,NaN,-5.61,-4.58,-3.37,-1.83,0.390000000000001,2.4,4.39,NaN,6.62,NaN
-19.8,-13.72,-12.48,-11.09,-9.56,NaN,-7.76,-6.53,-5.19,-4.37,-3.18,-1.86,NaN,2.81,3.99,5.31,6.62,NaN
-19.8,-13.91,-12.51,NaN,-9.25,-8.73,-7.76,-6.42,-5.59,-4.58,-3.34,-1.94,0.199999999999999,2.77,4.25,5.24,6.7,7.27
-19.8,-13.49,-12.55,NaN,-9.77,-8.68,-7.65,-6.55,-5.63,-4.64,-3.24,NaN,-0.23,2.15,4.37,5.14,NaN,7.28
-19.8,-13.91,-12.66,-10.57,NaN,-8.27,NaN,-6.61,-5.38,-4.45,-3.06,-1.8,0.210000000000001,2.76,NaN,4.89,6.62,NaN
NaN,-13.67,-12.84,-10.79,-9.69,-8.96,-7.61,-6.64,-5.49,NaN,-3.2,-1.87,0.25,2.6,4.25,5.11,6.64,7.26
-19.8,-13.8,-12.63,-10.73,-9.67,-8.66,-7.87,-6.5,-5.62,-4.43,-3.27,-1.64,0.289999999999999,NaN,3.68,5,6.63,7.24
-19.8,-13.91,-12.43,-10.64,-9.44,NaN,-7.63,-6.64,-5.58,NaN,-3.37,-1.86,0.109999999999999,2.4,NaN,4.83,6.63,7.19
-19.8,-13.59,-12.49,-10.77,-9.71,NaN,-7.71,NaN,-5.56,NaN,-3.31,-1.93,0.149999999999999,2.72,4.2,NaN,6.62,NaN
-19.8,-13.62,-12.43,-10.58,-10.01,-8.38,-7.67,-6.64,-5.52,-4.99,-3.38,-1.88,0.32,2.81,NaN,5.03,6.62,NaN
NaN,-13.91,-12.57,-11.13,NaN,-8.97,-7.79,NaN,-5.74,-4.45,-3.28,NaN,0.32,2.56,4.17,4.94,6.62,NaN
