-11.79,NaN,-6.42,-5.49,-3.77,-3.03,-0.399999999999999,NaN,2.49,4.02,5.02,6.32,NaN,NaN,8.84,NaN
NaN,-7.71,-6.41,-5.28,NaN,-3.23,-0.27,1.36,2.61,NaN,5.12,6.5,NaN,7.94,NaN,10.69
NaN,-7.72,-6.38,-5.3,NaN,-3.13,-0.489999999999998,1.8,2.63,3.99,5.13,6.63,NaN,NaN,NaN,NaN
-11.79,NaN,-6.26,-5.15,-3.96,-3.07,-0.25,NaN,2.55,NaN,NaN,6.16,7.27,7.87,8.84,10.69
-11.79,NaN,-6.34,-4.82,-4.07,-3.01,-0.349999999999998,NaN,2.64,4.01,4.84,6.65,NaN,7.91,NaN,NaN
-11.79,-7.61,-6.6,NaN,-3.75,-3.09,-0.300000000000001,1.94,2.58,4.1,NaN,6.29,NaN,NaN,8.53,NaN
NaN,NaN,-6.36,-5.29,NaN,-3.12,-0.34,NaN,2.58,3.94,4.85,NaN,7.23,NaN,8.46,10.69
-11.79,-7.78,-5.94,-5.16,-4.05,-3.02,-0.52,NaN,2.55,4.1,NaN,NaN,7.25,8.01,8.89,10.69
-11.79,-7.65,-6.36,-4.81,-3.76,-3.17,-0.199999999999999,NaN,2.56,3.83,5.14,6.29,NaN,NaN,8.43,10.69
NaN,-7.75,-6.12,NaN,-3.71,-3.01,-0.219999999999999,NaN,2.63,4.06,5.19,6.11,7.2,NaN,8.91,10.69
-11.79,-7.47,NaN,-5.22,NaN,-3.06,-0.27,1.85,2.63,NaN,4.83,6.58,NaN,7.98,NaN,10.69
-11.79,NaN,-6.06,-5.1,-3.72,-3.15,-0.390000000000001,1.64,2.59,3.76,4.88,NaN,7.2,7.81,8.83,NaN
NaN,-7.66,NaN,-5.26,-3.71,-3.08,-0.469999999999999,1.68,2.52,3.88,5.03,6.38,7.14,7.89,NaN,NaN
-11.79,NaN,-6.19,-5.47,-4.18,-2.69,-0.349999999999998,NaN,2.59,3.94,4.99,6.34,NaN,7.95,8.87,10.69
NaN,-7.82,-6.16,NaN,-3.76,-3.07,-0.34,1.6,2.65,4.1,4.98,NaN,7.13,NaN,8.72,NaN
NaN,-7.51,-6.3,-5.35,NaN,-2.93,-0.419999999999998,NaN,2.53,NaN,NaN,NaN,7.13,NaN,8.89,10.69
-11.79,-7.6,-5.8,-5.35,NaN,-2.94,-0.390000000000001,NaN,2.57,NaN,5.23,NaN,7.17,7.95,8.87,10.69
-11.79,NaN,-6.24,-5.18,NaN,-2.94,-0.280000000000001,1.74,2.62,4,NaN,6.65,NaN,8,8.87,10.69
NaN,-7.74,-5.73,NaN,-3.92,-3.06,-0.289999999999999,1.73,2.54,3.94,5.18,6.75,NaN,7.89,8.91,NaN
-11.79,-7.82,-6.22,-5.08,-3.69,-3.13,-0.449999999999999,NaN,2.5,4.06,NaN,6.22,NaN,7.92,NaN,NaN
NaN,-7.49,-5.77,NaN,-3.93,-3,NaN,1.91,2.62,3.95,5.15,NaN,NaN,7.95,NaN,10.69
-11.79,NaN,-6.29,-5.3,-3.77,-3.01,-0.57,NaN,2.48,NaN,4.97,6.62,NaN,7.87,8.59,NaN
-11.79,NaN,-5.82,NaN,-3.66,-3.21,-0.359999999999999,NaN,2.57,3.88,5,6.17,NaN,7.93,8.51,NaN
-11.79,-7.61,-6.13,-5.44,-3.99,NaN,-0.190000000000001,NaN,2.58,3.89,5.18,NaN,7.13,NaN,8.72,NaN
NaN,-7.55,-6.33,NaN,-3.78,-2.85,-0.390000000000001,NaN,2.49,4.03,5.06,6.21,NaN,7.83,8.72,NaN
NaN,-7.8,-6.25,-5.44,-4.03,-2.82,-0.349999999999998,1.42,2.56,3.73,5.04,6.29,NaN,NaN,8.8,NaN
-11.79,-7.33,NaN,-5.36,-3.88,-3.02,-0.52,1.67,2.6,4.04,4.99,6.24,NaN,NaN,8.53,10.69
-11.79,-7.48,NaN,-5.14,-4.08,-3.21,-0.699999999999999,1.69,2.58,4,5.22,6.29,NaN,7.82,8.91,NaN
-11.79,-7.54,-5.86,-5.3,NaN,-3.1,-0.27,NaN,2.59,4.03,4.85,6.45,NaN,NaN,8.8,NaN
-11.79,-7.56,-6.21,NaN,-3.85,-2.81,-0.27,1.7,2.61,4.08,4.8,6.64,NaN,NaN,8.72,NaN
-11.79,-7.69,-6.25,-5.23,-3.78,NaN,-0.219999999999999,1.78,2.55,3.98,5.17,6.62,NaN,8.34,8.88,10.69
NaN,NaN,-6.21,-5.24,NaN,-3.12,-0.300000000000001,NaN,2.57,NaN,5.24,6.56,NaN,7.94,NaN,10.69
