-19.11,NaN,NaN,-14.85,-14.11,-12.06,NaN,-9.34,NaN,-6.97,-6.04,-4.99,-4.1,-1.97,-1,0,NaN,1.99,2.96,4.73,NaN,6.91,NaN,8.47,9.52,11.09,12.12,13.76,15.22,16.64,17.58,18.81
-18.77,-17.79,-16.02,-14.93,-13.67,-12.08,NaN,-8.78,-7.93,NaN,-6.05,-5.02,NaN,NaN,-0.949999999999999,-0.0300000000000011,1.19,NaN,3.2,4.6,5.79,6.79,7.84,8.95,NaN,11.02,12.3,13.77,15.2,16.56,17.53,18.81
-19.1,NaN,-16.23,-14.98,-13.87,-12.14,NaN,-9.01,-8.03,-7.08,-6.19,-5.38,-4.03,-1.71,-0.91,NaN,NaN,NaN,2.65,4.82,NaN,6.41,7.89,NaN,9.86,11.3,12.44,13.68,15.25,16.09,17.45,NaN
-19.03,-17.24,-16.48,-14.87,-14.08,-12.38,NaN,-9.35,NaN,-7.2,NaN,-4.96,-4.09,NaN,-0.969999999999999,-0.00999999999999801,1,2.3,NaN,4.54,5.7,6.91,NaN,8.6,9.89,11.18,12.05,13.67,14.84,16.23,17.41,18.8
-19.08,-17.27,-16.27,NaN,-14.23,-11.75,NaN,-9.16,-8.04,-7.39,NaN,-4.89,-4.16,-1.98,-0.800000000000001,0.0999999999999979,1,NaN,3.1,5.01,NaN,6.85,NaN,8.31,NaN,11.3,12.05,13.67,NaN,16.13,17.45,NaN
-19,-17.37,-15.97,-14.73,-13.91,-12.4,NaN,-9.04,NaN,-7.08,-6.28,-5.04,NaN,-2.02,-0.77,-0.0399999999999991,1.26,2.1,3.03,4.87,6,6.8,7.81,8.52,NaN,NaN,12.34,13.68,15,16.64,NaN,18.81
-19.06,-17.27,-16.24,-14.93,-13.88,-11.96,NaN,-9.03,NaN,-7.49,-6.17,-5.06,-3.99,-2.12,-0.940000000000001,0.0599999999999987,NaN,NaN,3.18,4.48,5.77,6.91,7.84,8.53,9.37,11.18,12.18,13.8,14.77,16.94,NaN,18.81
-19.09,-17.23,-16.54,-14.81,NaN,-12.24,NaN,-9.12,NaN,-7.37,NaN,-5.07,-4.08,-1.93,-0.949999999999999,NaN,NaN,NaN,2.51,4.61,5.79,6.9,7.87,NaN,9.56,11.18,12.22,13.76,14.87,16.62,NaN,18.81
-19.11,NaN,NaN,-15.01,-13.74,-11.93,NaN,-9.43,-8.08,-7.27,NaN,-4.93,NaN,NaN,-1.07,0.0599999999999987,1.47,1.89,3.29,4.94,6,6.92,NaN,8.56,9.56,11.14,12.33,13.64,15.43,16.81,NaN,NaN
-18.99,NaN,-16.23,-14.87,-14.11,-12.04,NaN,-9.42,NaN,-6.87,NaN,-5.25,-4.04,NaN,-0.800000000000001,0.190000000000001,NaN,1.84,NaN,5.07,NaN,6.85,7.97,9.04,NaN,NaN,12.05,13.8,NaN,16.12,17.05,NaN
