NaN,-9.09,NaN,NaN,-6.1,NaN,-4.3,-3.26,NaN,NaN,-0.0799999999999983,NaN,2.27,3.42,5.06,6.91,NaN,9.51,11.43,11.92,18.97
-11.54,NaN,-8.45,NaN,-6.14,-5.21,-4.3,NaN,NaN,NaN,-0.259999999999998,NaN,2.35,NaN,5.22,6.86,7.88,9.24,NaN,12.4,18.97
-11.54,-9.09,-8.04,-6.78,-6.05,-5.14,-4.31,-3.45,NaN,NaN,0.0199999999999996,1.57,2.33,3.57,5.14,6.82,7.8,9.76,11.43,12,NaN
NaN,-9.07,-8.14,-6.84,NaN,-5.2,NaN,NaN,-2.57,NaN,-0.109999999999999,NaN,NaN,3.27,5.25,NaN,7.75,9.43,11.43,12,NaN
-11.54,NaN,-8.45,-6.71,NaN,-5.3,-4.35,NaN,NaN,NaN,-0.0199999999999996,NaN,2.42,3.27,5.19,6.83,7.88,NaN,11.03,12.4,18.97
-11.54,NaN,-8.29,NaN,-6.07,-5.34,-4.31,NaN,NaN,NaN,-0.0700000000000003,NaN,2.33,3.12,5.19,6.77,7.93,9.99,11.21,11.92,18.97
-11.54,-9.06,-7.82,NaN,-6.13,-5.22,-4.27,NaN,NaN,-1.17,0.0899999999999999,NaN,2.42,3.2,5.16,6.93,7.89,9.72,11.43,12.33,18.97
NaN,NaN,-8.39,-6.76,NaN,-5.35,-4.33,NaN,-2.61,NaN,0.00999999999999801,NaN,2.36,3.3,5.15,6.62,7.83,9.89,11.43,11.95,NaN
NaN,-9.09,NaN,-6.78,-6.13,-5.44,-4.31,NaN,-2.39,NaN,-0.0399999999999991,NaN,2.37,3.11,5.28,6.93,7.87,9.61,11.11,12.33,18.97
-11.54,-9.05,-8,-6.76,NaN,-5.29,-4.39,NaN,NaN,-1.04,0.0300000000000011,1.58,NaN,3.8,5.16,6.75,NaN,9.49,11.21,11.92,NaN
-11.54,-9.09,NaN,-6.84,-6,-5.05,-4.37,NaN,-2.59,NaN,0,NaN,2.24,3.57,5.19,6.72,NaN,NaN,NaN,12.4,18.97
-11.54,NaN,-8.46,NaN,-6.12,-5.33,-4.27,NaN,NaN,NaN,0.0500000000000007,NaN,2.37,3.12,5.26,7.05,7.95,9.48,11.43,12,18.97
NaN,-9.09,-7.79,NaN,-6.22,-5.39,-4.26,NaN,NaN,NaN,-0.0300000000000011,NaN,2.22,3.43,5.23,6.48,7.76,NaN,NaN,12.4,NaN
NaN,NaN,NaN,NaN,-5.99,-5.43,-4.34,NaN,NaN,-1.02,-0.00999999999999801,NaN,2.36,3.78,5.19,7.16,7.98,9.34,11.43,12.33,18.97
NaN,NaN,-7.96,-6.69,-5.93,-5.36,-4.36,-3.43,-2.66,NaN,-0.120000000000001,NaN,2.47,3.04,5.09,6.79,7.74,NaN,NaN,12.4,18.97
-11.54,-9.09,NaN,NaN,-6.12,-5.24,-4.3,NaN,NaN,NaN,-0.16,NaN,2.46,3.2,5.18,7.2,7.78,NaN,11.07,12.17,NaN
NaN,NaN,-7.96,NaN,-6.06,-5.36,-4.34,-3.22,NaN,NaN,-0.0500000000000007,1.43,2.4,3.05,5.13,NaN,8.06,10.04,11.43,11.92,NaN
-11.54,-9.08,-8.11,-6.78,-6.04,-5.29,-4.28,-3.36,NaN,NaN,-0.00999999999999801,NaN,2.35,3.1,5.12,6.9,7.83,9.68,NaN,NaN,18.97
NaN,NaN,-7.79,NaN,-5.98,-5.42,-4.29,-3.49,-2.46,-1.06,-0.0999999999999979,NaN,2.29,3.42,5.13,7.17,NaN,9.47,11.21,12.17,18.97
-11.54,-9.05,-7.81,-6.77,NaN,-5.3,-4.36,NaN,NaN,-1.08,-0.0700000000000003,NaN,2.38,3.24,5.3,6.58,7.46,9.43,11.43,11.92,18.97
NaN,NaN,-8.29,NaN,-6.23,-5.19,-4.35,NaN,-2.32,NaN,0.0399999999999991,NaN,2.35,3.25,5.07,6.69,NaN,9.59,11.11,12.17,NaN
-11.54,-9.09,-8.12,NaN,-6.02,-5.27,-4.37,-3.35,NaN,NaN,-0.129999999999999,NaN,NaN,3.23,5.12,7.13,8.13,9.88,11.03,12.4,NaN
-11.54,-9.09,NaN,NaN,-6.15,NaN,-4.26,NaN,NaN,NaN,0.0500000000000007,NaN,2.31,3.52,5.19,7.17,7.84,9.96,11.43,12.17,18.97
-11.54,NaN,NaN,NaN,-6.04,-5.24,-4.33,NaN,-2.66,-1.08,0.0300000000000011,NaN,2.33,3.46,5.14,6.94,NaN,9.16,11.43,12.33,NaN
-11.54,-9.09,-7.87,-6.73,NaN,-5.2,-4.35,-3.28,NaN,NaN,-0.0500000000000007,NaN,2.36,3.68,5.26,6.96,7.86,9.46,11.43,12,18.97
-11.54,NaN,-8.35,NaN,-6.07,-5.13,NaN,-3.43,NaN,NaN,-0.0899999999999999,NaN,2.35,3.01,5.18,6.75,7.78,9.33,11.43,12.33,NaN
