-13.43,-12.16,NaN,-9.83,NaN,-6.86,-5.56,-4.62,-3.79,-1.74,NaN,0.0999999999999979,1.88,2.94,4,4.79,6.95,NaN,9.31,10.69,11.52,13.42,NaN,15.56,NaN,17.6
-13.43,NaN,-10.81,-9.9,-7.34,NaN,NaN,-4.9,-3.99,NaN,-1.2,0.0899999999999999,1.96,2.91,3.92,NaN,6.92,NaN,9.27,10.73,11.59,13.39,14.65,15.56,NaN,17.6
NaN,NaN,-10.77,-9.7,-7.43,-6.48,NaN,-4.49,-3.6,-2.05,NaN,0.0300000000000011,2.18,3.05,3.87,4.85,7.21,NaN,9.53,10.69,12.09,13.37,14.67,15.56,NaN,17.6
-13.43,NaN,-10.85,-9.73,-7.41,-6.55,-5.58,-4.46,NaN,-2.04,-1.29,-0.0199999999999996,2.1,2.93,3.87,4.9,NaN,7.71,9.15,10.71,11.51,13.45,14.66,15.56,16.64,17.72
-13.43,-11.58,-10.82,-10,-7.37,-6.59,-5.46,NaN,-3.91,-1.91,NaN,0.120000000000001,NaN,3.05,3.89,4.89,7.03,8.03,9.6,10.61,11.63,NaN,14.65,15.56,16.64,17.78
-13.43,-11.6,-10.8,-9.73,-7.19,-6.52,NaN,-4.78,-3.59,NaN,-1.43,0.0300000000000011,NaN,3.11,3.92,NaN,7.08,7.63,9.62,10.65,11.67,13.32,NaN,15.56,NaN,17.6
-13.43,NaN,-10.74,-9.86,-7.18,-6.41,-5.27,NaN,-3.79,-2.02,NaN,0.0599999999999987,2.06,3.12,3.78,NaN,NaN,7.99,9.4,10.67,11.94,NaN,14.65,15.56,NaN,17.6
NaN,-11.59,-10.8,-9.74,NaN,-6.38,-5.47,NaN,-3.53,-2.17,-1.33,0.0899999999999999,NaN,2.97,3.88,5.15,7.05,NaN,9.1,10.78,11.52,13.31,14.66,15.56,16.64,17.78
-13.43,NaN,-10.8,-9.99,NaN,-6.63,-5.35,NaN,-4.01,-2.09,NaN,0.120000000000001,NaN,3.11,NaN,4.97,7.08,7.83,9.55,10.78,11.46,13.43,NaN,15.56,NaN,17.6
NaN,NaN,NaN,-9.79,-7.45,-6.51,-5.19,NaN,-3.52,-2.52,-1.4,0.0999999999999979,NaN,2.86,3.89,4.95,7.06,7.83,9.69,10.4,NaN,13.35,14.65,15.56,16.64,17.78
-13.43,-12.14,-10.75,-9.84,NaN,-6.68,NaN,-4.39,NaN,-1.98,-1.15,0.16,1.9,2.95,3.76,4.78,7.12,7.71,9.2,10.84,11.49,13.38,NaN,15.56,16.64,17.69
