-12.81,NaN,-10.34,NaN,-6.64,-5.48,-4.74,-2.97,-1.99,0.0199999999999996,1.85,3.03,3.94,5.16,7.22,8.31,9.24,10.96,11.95,13.92
NaN,-12.3,-10.72,-8.55,-6.91,-5.89,NaN,-3.01,-1.89,0.23,1.77,NaN,3.81,5.2,6.68,7.93,9.38,10.91,NaN,13.92
-13.12,-12.24,-10.63,NaN,-7.1,-5.81,NaN,-2.72,-1.84,0.0399999999999991,NaN,2.97,3.77,4.85,6.78,8.27,9.29,10.83,NaN,13.92
-13.05,-12.18,-10.52,NaN,-7.19,-5.58,NaN,-2.93,-1.65,0.140000000000001,NaN,3.04,3.86,4.97,6.83,8.31,9.23,10.82,11.97,NaN
NaN,-12.34,-10.62,-8.97,-6.98,-5.74,-4.83,NaN,-1.79,0.0300000000000011,1.89,2.95,3.86,5.1,6.86,NaN,9.49,10.7,NaN,NaN
-13.32,-12,NaN,NaN,-6.92,-5.75,-4.7,-2.71,-1.9,0.190000000000001,1.63,3.05,3.92,5.42,6.61,8.24,9.51,10.83,11.77,13.92
-13.03,NaN,-10.61,NaN,-7.03,-5.85,NaN,-3.22,-1.94,0.0899999999999999,1.73,2.94,3.78,5.14,6.99,8.59,NaN,10.91,NaN,NaN
-12.77,NaN,-10.47,NaN,-6.61,NaN,-4.23,-2.71,-1.93,0.129999999999999,1.79,2.86,NaN,4.66,7.06,NaN,NaN,10.76,NaN,14.03
-12.87,-12.26,-10.66,NaN,-6.83,-5.77,NaN,-2.89,-1.4,0,1.68,2.95,3.96,5.11,6.97,NaN,9.36,10.86,11.88,14.03
-13.32,-12.51,-10.62,NaN,-6.83,-5.52,NaN,NaN,-1.86,0.16,1.33,NaN,3.88,5.01,6.75,8.28,9.24,10.81,NaN,13.92
-12.93,NaN,-10.53,NaN,-6.73,-5.86,-4.4,-2.96,-1.97,0.129999999999999,1.4,3.08,NaN,5.21,6.64,8.27,9.38,10.83,NaN,14.08
NaN,-12.22,-10.63,-8.43,-6.9,-5.86,NaN,-3.15,-1.89,0.109999999999999,1.78,3.02,NaN,4.92,7.22,NaN,9.32,11.06,NaN,13.92
-12.87,NaN,NaN,NaN,-6.58,-5.8,-4.25,NaN,-1.86,0.0500000000000007,NaN,2.93,3.83,5.02,6.72,NaN,9.44,11,11.95,13.92
-13.07,-12.21,-10.58,NaN,-6.42,-5.77,NaN,-3.09,-1.44,0.0799999999999983,2.15,3,3.88,4.66,NaN,NaN,9.37,10.65,11.81,NaN
-12.94,-12.26,-10.71,NaN,-6.53,-5.99,-4.34,-2.96,NaN,0.210000000000001,1.7,NaN,3.85,5.26,6.86,8.07,9.35,10.88,NaN,14.15
NaN,-12.33,-10.66,NaN,-6.68,NaN,NaN,-2.71,NaN,0.0700000000000003,1.7,2.89,3.87,5.06,6.76,NaN,9.37,10.9,NaN,NaN
NaN,-12.52,-10.7,NaN,-6.84,NaN,NaN,-3.02,NaN,0.18,1.63,2.97,NaN,4.98,6.6,8.2,9.31,10.78,11.64,14.15
-12.77,NaN,-10.61,NaN,-7.01,-5.71,-4.76,-2.94,-1.9,0.0799999999999983,1.67,NaN,3.87,5.2,NaN,8.2,9.15,10.81,NaN,13.92
-13.01,-12.21,-10.56,-8.3,-7.17,-5.87,-4.68,-2.95,-2.01,0.00999999999999801,1.37,2.89,3.88,5.11,7.16,NaN,9.22,10.94,NaN,14.15
NaN,-12.41,-10.72,NaN,-6.66,-5.61,NaN,-2.76,NaN,0.140000000000001,1.53,NaN,NaN,4.96,6.79,NaN,9.2,10.86,NaN,13.92
-12.99,-12.14,-10.72,NaN,-6.42,-5.81,-4.2,-2.94,-1.55,0.0899999999999999,1.68,NaN,3.89,4.85,6.88,NaN,9.21,11.11,NaN,14.03
-13.02,-12.32,-10.68,NaN,-6.84,-5.8,-4.1,NaN,-1.83,0.0199999999999996,1.62,2.9,NaN,5.29,6.81,NaN,9.29,10.85,NaN,13.99
NaN,-12.3,-10.69,NaN,-6.6,-5.61,-4.2,NaN,NaN,0.0300000000000011,1.65,2.96,3.81,4.96,6.74,8.15,9.56,10.96,11.89,14.03
-12.86,-12.29,-10.65,NaN,-6.68,-5.28,-4.19,-2.72,-1.97,0.140000000000001,1.45,2.89,3.8,5.09,6.83,8,NaN,11,NaN,14.15
-13.05,-12.35,-10.68,-8.54,-6.89,-5.87,-4.55,-3.18,-1.96,0.0300000000000011,1.68,2.79,NaN,5.06,6.83,8,9.18,11.01,NaN,14.15
-12.82,-12.3,-10.66,NaN,-6.48,-5.75,NaN,-2.75,-1.89,0.129999999999999,NaN,3,3.82,4.77,6.72,NaN,9.32,10.67,NaN,14.15
