NaN,-15.78,-14.93,-13.96,-11.81,-10.28,NaN,-7.01,NaN,-4.87,-4.28,-2.88,-1.94,-1.19,0.0300000000000011,1.08,2.17,3.13,4.03,NaN,6.72,8.12,9.11,10.51,12.22,NaN,14.29,15.13,16.1,NaN,NaN,19.71
-16.48,-15.94,-14.96,-13.49,-11.97,-9.95,-8.62,-6.99,NaN,-4.95,-4.15,-3.19,-1.99,-1.08,0.0199999999999996,1.34,2.39,3.22,NaN,4.96,7.34,NaN,9.08,NaN,12.06,13.47,NaN,15.17,16.07,17.57,18.34,19.71
NaN,-15.81,NaN,-13.43,-11.86,-10.25,NaN,-7.09,-6.09,-4.95,-4.2,-3.1,-1.96,-1.03,0.169999999999998,1.08,2.16,NaN,4.13,4.82,6.99,NaN,8.92,10.6,12.1,13.39,NaN,15.34,16.05,17.57,18.34,19.71
-16.48,-15.94,-14.95,-13.82,-12.11,-10.13,-8.6,-7.03,NaN,NaN,-4.11,-3.02,-1.99,-1.08,0.0500000000000007,1.24,2.26,NaN,4.21,4.89,6.93,8.1,NaN,10.67,12.05,13.5,14.31,15.05,15.91,17.57,18.34,NaN
-16.51,NaN,-14.96,-13.35,-11.79,-10.32,-8.75,-6.93,NaN,-5.29,-4.11,-3.15,-1.92,-1.08,NaN,NaN,1.81,3.2,4.16,NaN,7.14,8.64,9.1,10.42,12.21,13.65,14.42,15.05,16.03,NaN,NaN,NaN
-16.47,-15.83,NaN,-13.41,-11.88,-10.02,-8.33,-7.08,NaN,-4.9,-3.97,NaN,-2.01,-1.18,0.00999999999999801,1.12,2.34,3.4,4.21,4.95,7.23,8.42,NaN,10.65,11.72,13.86,NaN,15.24,NaN,17.57,18.34,19.71
-16.5,NaN,-14.92,-13.71,-11.78,-9.95,NaN,-7.03,NaN,NaN,-4.03,-3.09,-1.8,-1.11,0.0700000000000003,NaN,2.12,3.34,4.03,4.96,7.17,NaN,8.78,NaN,11.89,NaN,NaN,15.07,16.12,17.57,18.34,NaN
-16.5,NaN,-14.97,-13.87,-11.86,NaN,NaN,-6.91,-5.86,NaN,-4.03,-3.08,-2.05,-1.04,0.0399999999999991,0.969999999999999,2.01,NaN,3.91,4.72,7.21,NaN,8.81,NaN,12.1,13.72,NaN,15.13,16.13,17.57,18.34,NaN
-16.47,-15.83,-14.93,-13.96,-12,-10.1,NaN,-6.97,NaN,-5.48,-4.1,-3.14,-1.95,-1.15,0.210000000000001,1.02,2.09,3.35,NaN,4.74,7.13,8.25,NaN,10.73,12.13,13.81,NaN,NaN,16.06,17.57,18.34,NaN
-16.46,-15.74,-14.97,-13.39,-11.93,-10.3,-8.52,-7.03,-6.13,NaN,-4.26,-3,-1.9,-1.21,0.00999999999999801,NaN,1.55,3.41,4.07,5.02,7.02,NaN,9,NaN,12.17,NaN,14.14,15.42,15.83,NaN,NaN,19.71
NaN,-15.83,NaN,-13.51,-11.86,-10.42,-8.62,-6.93,-5.94,-5.37,-4.15,-3.18,-1.92,-1.11,0.0599999999999987,1.03,2.47,NaN,4.13,4.91,7.08,NaN,9.13,10.57,12.29,13.93,NaN,NaN,16.02,17.57,18.34,NaN
-16.5,NaN,NaN,-13.33,-11.81,-10.4,-8.41,-6.97,NaN,-4.89,-4.15,-3.09,-2,-1.13,NaN,NaN,2.08,3.17,4.03,5.25,6.79,8.16,NaN,10.02,11.94,13.38,NaN,15.11,NaN,17.57,18.34,19.71
-16.46,-15.77,NaN,-13.33,-11.85,-10.36,-8.28,-7,-5.7,NaN,NaN,-3.35,-1.95,NaN,0.0599999999999987,0.98,1.95,2.71,4.1,5.26,7.11,NaN,NaN,NaN,12.05,13.34,NaN,15.09,16.15,17.57,18.34,19.71
-16.5,NaN,-14.96,-13.61,-11.92,-10.03,-8.29,-7.03,-6.23,NaN,-4.06,-3.13,-1.92,-1.2,0.0199999999999996,0.960000000000001,2.04,NaN,4.1,4.85,7.12,8.02,8.96,NaN,11.91,NaN,14.3,15.01,16.01,17.57,18.34,19.71
-16.47,-15.83,NaN,-13.23,-11.89,NaN,NaN,-7.08,NaN,-5.45,-4.02,-3.03,-2.03,-1.13,-0.00999999999999801,1.05,2.26,3.3,4.2,NaN,6.84,8.12,8.86,10.28,NaN,NaN,14.36,15.15,16.12,17.57,18.34,19.71
-16.47,-15.85,NaN,-13.95,-12.13,-9.96,-8.2,-7.02,NaN,-5.4,-4.07,-3.05,-2,-1.08,0.169999999999998,1.02,1.6,NaN,3.98,4.98,7.07,8.4,9.36,10.64,12.13,NaN,NaN,15.18,16.06,NaN,NaN,19.71
NaN,NaN,NaN,NaN,-11.84,-10.45,-8.63,-6.98,-6.04,-5.04,-4.08,-3.11,-1.99,-1.06,0.0999999999999979,0.77,2.03,NaN,4.11,NaN,6.79,8.47,9.21,10.41,11.99,NaN,14.13,NaN,15.99,NaN,NaN,19.71
-16.46,-15.74,-14.94,-13.46,NaN,-10.43,NaN,-7.09,NaN,-5.29,-4.13,-3.01,-2.02,-1.11,0.169999999999998,NaN,2.32,NaN,4.16,NaN,7.09,8.05,9.11,NaN,11.89,NaN,NaN,15.12,NaN,17.57,18.34,19.71
NaN,NaN,-14.96,-13.3,-11.79,-10.34,-8.4,-7.02,NaN,NaN,-4.04,-3.03,-2.08,-1.22,0.0700000000000003,1.22,1.99,3.4,NaN,4.77,6.95,NaN,8.97,10.6,11.91,13.79,NaN,15.18,16,NaN,NaN,NaN
-16.46,-15.74,-14.96,-13.6,-11.72,-10.24,-8.4,-7.01,NaN,-5.38,NaN,-2.98,-1.98,-1.23,0.0399999999999991,NaN,2.43,3.28,3.93,5.15,6.98,8.25,9.25,10.42,11.98,NaN,14.32,NaN,16.04,17.57,18.34,19.71
-16.51,NaN,-14.94,-13.52,-12.02,-10.04,-8.3,-7.02,-6.02,-5.3,-4.17,-3.21,-1.93,-1.09,0.0799999999999983,1.33,NaN,NaN,4.28,NaN,6.8,8.35,NaN,NaN,12.29,NaN,14.28,15.11,16.1,17.57,18.34,19.71
-16.45,-15.83,NaN,-13.81,-11.94,-10.13,-8.7,-6.92,NaN,-5.46,-4.19,-3.15,-2.02,-1.05,0.0500000000000007,NaN,1.92,3.27,4.08,5.35,7.14,8.41,9.17,10.31,12.28,NaN,NaN,15.18,16.14,NaN,NaN,19.71
-16.51,NaN,-14.95,-13.95,-11.97,NaN,NaN,-7.01,NaN,-5.01,-4.11,-3.07,-2.02,-1.09,0.0199999999999996,NaN,1.89,3.23,4.27,5.33,6.63,8.18,NaN,10.74,11.96,13.76,NaN,15.1,16.06,17.57,18.34,19.71
