iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11
31,29,24,24,23,21,22,22,21,16,22
28,29,30,23,23,24,24,20,23,17,19
29,28,28,18,23,22,17,17,20,20,22
31,29,26,21,19,23,19,18,18,18,20
28,33,25,22,22,24,19,17,19,20,20
32,29,24,23,22,23,21,21,23,18,20
28,30,26,25,21,23,20,18,20,20,21
30,28,26,20,20,19,20,18,22,20,21
28,29,23,20,17,21,17,20,24,21,24
29,33,25,20,21,20,21,20,24,20,21
29,30,24,21,23,20,23,19,21,19,19
29,29,22,23,23,24,19,20,18,18,20
30,28,26,23,22,23,19,18,22,19,22
30,32,28,23,23,27,17,19,23,15,21
34,28,23,24,22,21,19,18,21,16,27
28,28,28,21,23,22,21,20,18,19,20
30,30,26,22,23,22,20,19,22,18,20
31,30,24,23,20,20,22,21,19,18,20
29,34,25,25,20,22,20,19,24,21,24
32,31,26,22,22,25,20,19,21,19,19
30,30,27,21,23,23,19,22,20,19,22
30,29,24,26,22,21,19,18,26,22,21
28,30,24,21,19,22,23,20,23,18,20
29,28,21,21,20,21,22,19,20,18,17
32,27,26,19,22,23,22,23,21,20,18
29,28,25,26,23,22,17,19,19,18,22
28,31,26,27,20,21,20,18,20,18,18
30,27,26,18,19,24,20,18,20,20,24
35,35,27,22,22,18,18,18,21,19,22
30,27,25,24,22,22,21,20,21,21,22
32,32,25,23,24,25,23,16,22,18,23
27,25,24,24,21,25,21,20,23,22,20
32,31,23,25,22,21,20,17,24,22,20
31,24,30,24,24,22,20,18,20,20,20
31,29,26,23,22,25,20,21,18,16,19
28,32,27,23,20,24,24,17,20,17,24
32,30,28,23,20,21,19,21,21,18,22
28,27,27,21,20,25,21,22,22,17,21
29,32,29,24,24,23,23,22,19,19,19
32,33,25,25,25,22,21,20,25,19,22
33,25,28,26,26,25,19,20,20,20,20
28,29,28,22,23,23,23,23,19,17,23
28,27,26,24,23,22,21,19,19,19,21
31,32,25,19,23,23,19,21,21,19,20
34,29,27,22,23,19,20,19,25,20,19
29,28,26,26,24,22,19,17,24,22,19
32,30,28,24,22,20,22,20,22,17,16
29,31,25,20,20,23,20,19,20,21,20
34,28,29,23,24,22,24,18,23,23,23
33,28,29,25,23,23,22,19,21,17,18
27,27,27,23,22,25,22,20,21,20,23
31,31,25,21,22,19,21,19,20,15,17
29,31,24,25,24,19,18,20,20,19,21
30,29,28,24,22,22,21,20,20,17,21
32,33,27,23,26,22,21,20,21,18,19
28,28,27,24,21,22,22,18,22,21,20
27,28,29,27,22,20,20,23,20,20,19
30,28,30,26,23,21,19,19,21,24,22
