NaN,-14.52,-11.53,-9.66,-8.4,-7.4,-6.37,-5.18,-4.37,NaN,-1.25,0.0799999999999983,NaN,NaN,2.94,4.51,5.63,6.59,7.41,9.43,10.99,NaN,NaN
-16.59,-14.52,-11.36,-9.75,-8.44,-7.3,-6.13,-5.17,-4,NaN,-1.38,-0.00999999999999801,1.37,2.2,2.92,4.65,NaN,6.71,7.76,9.44,10.99,14.27,17.11
-16.59,-14.52,-11.45,-9.76,-8.43,-7.28,NaN,-5.17,-3.96,NaN,-1.3,-0.0500000000000007,NaN,NaN,2.84,4.38,5.64,NaN,7.83,NaN,NaN,NaN,NaN
NaN,-14.52,-11.38,-9.78,NaN,-7.35,-6.24,-5.17,-3.89,NaN,-1.24,-0.00999999999999801,NaN,NaN,2.76,4.61,5.58,NaN,7.99,9.41,10.99,NaN,NaN
-16.59,NaN,-11.43,-9.68,-8.4,-7.46,NaN,-5.43,-4.42,-2.88,-1.4,-0.0399999999999991,NaN,2.29,3.01,4.37,5.46,6.61,7.99,NaN,NaN,14.27,17.11
-16.59,-14.52,-11.45,-9.59,-8.37,-7.32,NaN,-5.36,-3.77,NaN,-1.38,0.0299999999999976,NaN,2.18,2.91,NaN,5.49,6.59,NaN,9.5,10.99,14.27,17.11
NaN,NaN,-11.42,-9.63,-8.4,-7.54,-5.9,-5.09,-3.87,NaN,-1.33,0.0399999999999991,1.29,NaN,3.17,4.13,NaN,6.78,7.95,9.41,10.99,NaN,NaN
-16.59,-14.52,-11.28,-9.71,-8.47,-7.37,NaN,-5.21,-4.33,-3.07,-1.59,-0.0999999999999979,1.45,2.39,NaN,4.05,5.97,6.43,NaN,9.43,10.99,14.27,17.11
NaN,-14.52,-11.44,-9.53,-8.36,-7.54,-6.47,-5.13,-4.07,-3.02,-1.3,-0.0199999999999996,1.37,2.18,3.06,4.86,5.54,NaN,7.83,NaN,NaN,NaN,NaN
-16.59,NaN,-11.44,-9.73,-8.47,-7.44,-6.36,-5.02,-4.08,NaN,-1.14,-0.0700000000000003,NaN,2.2,3.13,4.82,NaN,6.56,NaN,9.57,10.99,14.27,17.11
NaN,-14.52,-11.75,-9.71,-8.44,-7.45,NaN,-4.75,NaN,-2.63,-1.39,0.00999999999999801,1.57,NaN,3,4.25,5.68,6.83,NaN,9.48,10.99,NaN,NaN
NaN,NaN,-11.31,-10.09,-8.43,NaN,-6.44,-5.24,-3.86,-3.14,-1.61,-0.0399999999999991,1.29,2.27,3.01,NaN,5.44,6.79,7.85,9.5,10.99,NaN,NaN
NaN,-14.52,-11.45,-9.66,-8.37,-7.52,-6.27,-5.09,-4.02,NaN,-1.37,-0.120000000000001,NaN,2.17,3.09,NaN,5.45,6.65,NaN,9.41,10.99,14.27,17.11
-16.59,-14.52,-11.28,-9.7,-8.44,-7.42,-6.43,-5.22,-3.77,NaN,-1.28,0.0399999999999991,1.63,NaN,2.78,4.38,5.53,6.62,7.66,9.52,10.99,14.27,17.11
-16.59,NaN,-11.79,-9.7,-8.36,-7.55,-6.33,-4.74,-3.94,-2.88,-1.59,0.0500000000000007,NaN,NaN,2.88,4.38,5.65,6.73,7.77,9.57,NaN,14.27,17.11
-16.59,-14.52,-11.67,-9.76,-8.4,-7.32,-6.34,-5.24,-4.08,NaN,-1.37,-0.0799999999999983,1.54,NaN,2.81,4.37,5.56,6.51,7.86,9.5,10.99,14.27,17.11
-16.59,-14.52,-11.24,-9.87,-8.3,-7.47,-6.53,-5.23,-3.9,NaN,-1.05,-0.0799999999999983,1.4,NaN,2.92,4.35,5.74,6.56,NaN,9.36,10.99,NaN,NaN
-16.59,-14.52,-11.83,-9.82,-8.4,NaN,-6.57,-5.23,-4.27,-3.14,-1.22,-0.0500000000000007,1.7,NaN,2.92,4.62,5.6,6.75,NaN,9.46,10.99,14.27,17.11
-16.59,-14.52,-11.83,-9.53,-8.4,-7.38,-6.31,-5.13,-4.02,-3.16,-1.08,-0.0799999999999983,1.44,NaN,2.73,4.82,NaN,6.73,NaN,9.47,10.99,14.27,17.11
-16.59,-14.52,-11.83,-9.65,NaN,-7.44,-6.2,-5.29,-4,-3.08,-1.4,-0.0299999999999976,1.74,NaN,3.03,4.27,6.06,NaN,7.43,9.47,10.99,14.27,17.11
-16.59,-14.52,-11.83,-9.66,NaN,-7.46,-6.09,-5.14,-3.98,NaN,-1.16,-0.0199999999999996,NaN,2.09,3.08,4.56,5.5,6.59,7.76,9.7,NaN,14.27,17.11
-16.59,-14.52,-11.44,-9.56,-8.37,NaN,-6.46,-5.14,-3.97,-3.15,-1.35,0.0500000000000007,NaN,2.12,3.21,4.43,NaN,6.35,7.52,NaN,10.99,NaN,NaN
NaN,-14.52,-11.64,-9.81,NaN,-7.47,-6.09,-5.12,-3.77,NaN,-0.989999999999998,-0.0799999999999983,NaN,2.06,3.07,4.53,5.66,6.84,7.37,9.52,10.99,NaN,NaN
NaN,-14.52,-11.83,-9.64,-8.43,-7.79,-6.4,-5.17,-3.89,NaN,-1.5,0,1.42,2.21,2.92,4.42,5.82,6.63,7.83,9.48,10.99,14.27,17.11
-16.59,NaN,-11.38,-9.72,-8.41,NaN,NaN,-5.24,-3.9,-3.06,NaN,-0.0799999999999983,1.06,1.92,2.8,NaN,5.32,6.62,NaN,9.54,10.99,NaN,NaN
NaN,NaN,-11.36,-9.68,-8.37,-7.6,-6.39,-5.18,-3.92,-3.13,-1.26,-0.0399999999999991,1.65,2.21,NaN,4.26,5.73,NaN,7.56,NaN,NaN,14.27,17.11
-16.59,-14.52,-11.66,-9.73,-8.39,-7.33,-6.18,NaN,-3.98,NaN,-1.21,0.0399999999999991,1.55,2.51,NaN,4.37,NaN,6.4,8.01,9.54,10.99,14.27,17.11
NaN,-14.52,-11.44,-9.67,-8.35,-7.53,-6.3,-5.14,-3.99,-3.08,-1.58,-0.0700000000000003,1.5,2.17,3.12,4.49,5.37,6.53,7.92,9.6,NaN,14.27,17.11
NaN,-14.52,-11.5,-9.75,NaN,-7.53,-6.38,-5.19,-3.95,-3.16,-1.32,-0.0700000000000003,NaN,NaN,2.73,4.47,5.48,6.58,7.71,9.45,10.99,14.27,17.11
NaN,NaN,-11.38,-9.61,-8.36,-7.37,-6.34,NaN,-3.98,NaN,-1.24,0.0299999999999976,NaN,2.25,3.09,4.32,5.54,NaN,8.07,9.47,10.99,NaN,NaN
NaN,-14.52,NaN,-9.71,-8.42,-7.46,-6.44,-5.24,-4,NaN,-1.43,-0.0299999999999976,NaN,1.85,2.92,4.71,NaN,6.65,7.65,NaN,NaN,14.27,17.11
-16.59,NaN,-11.71,-9.8,-8.39,-7.41,NaN,-5.2,-4.49,-2.73,-1.62,-0.00999999999999801,NaN,NaN,3.26,4.5,5.62,NaN,7.39,NaN,NaN,14.27,17.11
-16.59,NaN,-11.44,-9.63,-8.26,-7.43,-6.03,-5.05,-3.88,NaN,-1.2,0.0399999999999991,NaN,2.21,NaN,NaN,5.54,6.67,7.49,9.57,NaN,14.27,17.11
NaN,NaN,-11.5,-9.72,-8.44,-7.21,-6.16,-5.14,-4.08,-3.09,-1.42,-0.149999999999999,NaN,2.28,3.35,NaN,NaN,6.57,7.78,NaN,NaN,14.27,17.11
-16.59,-14.52,-11.53,-9.75,NaN,-7.44,-6.17,NaN,-4.28,NaN,-1.41,0,1.31,2.23,3.17,4.43,NaN,6.43,7.98,9.53,10.99,NaN,NaN
