NaN,-10.17,NaN,-8.78,-7.59,NaN,-4.59,NaN,-2.98,-2.03,-0.5,NaN,2.92,3.89,5.5,6.44,7.21,9.65,11.12,11.96,NaN,14.69,15.54,16.53
-11.35,-10.27,-9.54,-8.53,-7.7,-6.59,-4.81,-4.23,NaN,-2.05,-0.0899999999999999,NaN,2.97,NaN,5.44,NaN,7.42,9.67,10.97,11.87,NaN,NaN,15.54,16.53
-11.35,NaN,-9.33,NaN,-7.45,-6.45,-4.8,-4.39,NaN,-1.97,-0.529999999999998,0.279999999999998,2.85,3.88,5.88,6.57,7.61,9.8,10.89,11.81,12.89,NaN,NaN,16.69
-11.35,-10.26,-9.39,NaN,-7.72,-6.59,-4.8,NaN,-3.21,NaN,-0.120000000000001,NaN,2.91,NaN,5.62,NaN,7.2,9.68,NaN,NaN,12.76,14.68,NaN,16.53
-11.35,-10.15,-9.45,-8.6,-7.49,-6.49,-4.86,-4.06,NaN,-2.03,-0.210000000000001,0.529999999999998,2.94,NaN,NaN,NaN,7.49,9.83,10.94,NaN,13.08,NaN,15.54,16.64
-11.35,NaN,-9.58,NaN,-7.34,-6.61,-4.99,-3.9,NaN,-2.03,-0.169999999999998,NaN,2.86,3.82,5.42,NaN,7.18,9.92,10.92,11.78,12.84,NaN,15.54,16.59
NaN,-10.3,-9.34,-8.49,-7.6,-6.43,-4.74,NaN,-3.26,-2.24,-0.0700000000000003,NaN,2.82,4.02,5.56,NaN,7.54,9.56,10.89,12.22,13.25,14.68,NaN,16.53
-11.35,-10.33,-9.45,NaN,NaN,-6.55,-4.68,NaN,NaN,-1.51,-0.109999999999999,0.699999999999999,2.83,NaN,5.52,NaN,7.4,9.56,10.9,12,13.2,NaN,NaN,16.63
NaN,-10.18,-9.31,NaN,NaN,-6.61,-4.47,-3.8,NaN,-1.92,0.00999999999999801,NaN,3,NaN,5.45,6.78,7.53,9.57,10.93,11.82,12.78,14.68,15.53,NaN
-11.35,-10.38,-9.53,NaN,-7.42,-6.54,-4.52,NaN,-3.22,NaN,-0.109999999999999,0.849999999999998,2.8,NaN,NaN,NaN,7.37,9.59,11.09,11.96,NaN,14.68,NaN,16.69
-11.35,-10.01,-9.1,NaN,-7.32,-6.55,-4.89,-3.93,NaN,-2.03,-0.169999999999998,0.759999999999998,2.81,3.84,NaN,7.02,NaN,9.91,10.98,11.86,12.86,NaN,15.54,16.57
-11.35,-10.25,NaN,-8.77,NaN,-6.58,-4.82,-3.73,-3.1,-1.98,-0.32,0.870000000000001,2.82,NaN,5.37,6.83,7.48,9.59,11.05,12,12.59,14.69,15.54,16.64
-11.35,-10.35,-9.32,NaN,-7.57,-6.6,-4.67,-3.86,NaN,-1.81,-0.52,0.739999999999998,2.68,NaN,5.39,NaN,7.54,9.6,10.9,12.25,NaN,NaN,NaN,16.61
-11.35,-10.39,NaN,NaN,-7.58,-6.53,-4.59,NaN,NaN,-2,-0.0399999999999991,1.03,2.92,NaN,5.31,6.55,NaN,9.58,10.94,11.81,12.75,NaN,15.54,16.61
-11.35,-10.28,-9.55,NaN,NaN,-6.91,-4.89,-4.25,NaN,-1.98,NaN,0.489999999999998,3.06,NaN,5.77,NaN,7.46,9.62,10.95,12.11,NaN,14.69,15.54,16.69
NaN,-10.23,-9.34,-8.47,NaN,-6.76,-4.94,-3.89,NaN,-1.97,-0.0700000000000003,NaN,2.76,3.69,5,6.77,7.57,9.89,10.95,12.04,12.58,14.68,15.53,16.53
