-8.66,-7.87,NaN,-5.5,NaN,-4.03,-3.23,NaN,NaN,0.0799999999999983,1.64,3.19,NaN,5.82,7.83,12.23,17.37
NaN,NaN,NaN,-5.52,NaN,-4.03,NaN,NaN,NaN,0.16,1.8,3.26,NaN,NaN,7.83,NaN,17.37
NaN,-7.86,-6.36,-5.47,NaN,-3.91,-3,NaN,NaN,0.0700000000000003,1.61,3.22,NaN,NaN,NaN,12.23,NaN
-8.66,-7.87,-6.37,-5.52,NaN,-3.96,-3,NaN,NaN,0.140000000000001,1.58,NaN,NaN,5.82,7.83,NaN,17.37
-8.67,NaN,-6.37,NaN,NaN,-4.02,-3.02,NaN,NaN,0.219999999999999,1.7,3.02,4.31,NaN,NaN,NaN,NaN
-8.66,-7.87,NaN,NaN,-4.76,NaN,-3.27,NaN,NaN,0.300000000000001,1.7,3.28,NaN,5.82,7.83,12.23,17.37
-8.67,NaN,-6.37,-5.35,NaN,-4.06,NaN,NaN,NaN,0.0199999999999996,1.65,3.12,NaN,5.82,7.83,12.23,17.37
NaN,NaN,NaN,NaN,-4.79,-3.89,NaN,NaN,NaN,0.129999999999999,NaN,NaN,3.95,5.82,7.83,12.23,17.37
-8.67,NaN,-6.37,-5.4,NaN,NaN,-3.01,NaN,-1.19,-0.0599999999999987,1.53,3.15,4.21,5.82,7.83,12.23,17.37
-8.66,-7.87,-6.36,-5.52,NaN,-3.9,NaN,NaN,NaN,0.129999999999999,1.62,NaN,NaN,5.82,NaN,12.23,NaN
-8.67,NaN,-6.37,-5.49,NaN,-4.02,-2.87,NaN,NaN,0.0399999999999991,1.85,NaN,NaN,5.82,7.83,NaN,17.37
-8.66,-7.87,-6.36,-5.51,-4.71,NaN,NaN,-1.99,NaN,0.27,1.73,2.98,NaN,5.82,7.83,12.23,17.37
-8.66,-7.87,-6.36,-5.46,-4.65,NaN,-2.93,NaN,-1.13,0.25,1.72,3.02,4.06,5.82,7.83,12.23,17.37
-8.67,NaN,-6.36,-5.47,NaN,NaN,-3.1,NaN,-1.18,0.280000000000001,1.73,NaN,4.02,NaN,7.83,NaN,17.37
-8.66,-7.87,NaN,-5.46,-4.81,NaN,-3.24,-2.11,NaN,0,1.73,3.22,NaN,NaN,NaN,12.23,NaN
-8.66,-7.87,-6.36,-5.48,-4.77,-3.84,-2.92,NaN,NaN,-0.0700000000000003,1.72,NaN,4.05,5.82,7.83,12.23,17.37
NaN,-7.86,-6.36,-5.47,NaN,-3.95,NaN,NaN,NaN,0.0599999999999987,NaN,3.2,4.04,NaN,7.83,NaN,17.37
-8.66,-7.87,-6.37,-5.47,NaN,-4.13,-2.99,NaN,-0.899999999999999,0.210000000000001,1.63,2.94,3.97,5.82,NaN,12.23,NaN
-8.66,-7.87,NaN,-5.5,-4.38,NaN,NaN,-2.34,-0.949999999999999,0.210000000000001,NaN,NaN,3.94,5.82,7.83,12.23,17.37
NaN,-7.86,NaN,-5.45,-4.69,NaN,-3.38,NaN,NaN,0.190000000000001,1.62,2.94,NaN,5.82,7.83,NaN,17.37
-8.66,-7.87,-6.36,-5.49,-4.49,NaN,NaN,NaN,NaN,-0.0599999999999987,NaN,3.27,NaN,NaN,7.83,NaN,17.37
-8.67,NaN,-6.36,-5.46,NaN,-3.95,-3.21,NaN,NaN,0.16,1.61,NaN,3.97,NaN,NaN,NaN,NaN
-8.66,-7.87,-6.37,-5.38,-4.73,-3.93,-3,NaN,-1.06,0.199999999999999,NaN,NaN,4.21,NaN,7.83,12.23,17.37
-8.66,-7.87,-6.35,-5.49,-4.48,NaN,-2.78,NaN,NaN,0.32,1.7,3.17,3.91,5.82,NaN,12.23,NaN
-8.66,-7.87,-6.37,NaN,-4.73,-3.96,NaN,NaN,-0.98,0.0399999999999991,NaN,3.03,NaN,NaN,7.83,12.23,17.37
-8.67,NaN,NaN,-5.47,NaN,-4.24,NaN,NaN,NaN,0.190000000000001,1.7,3.28,4.29,5.82,NaN,12.23,NaN
NaN,-7.86,-6.37,-5.48,-4.58,NaN,-3.05,NaN,NaN,-0.0500000000000007,1.6,3.22,NaN,5.82,7.83,12.23,17.37
NaN,NaN,-6.36,-5.47,NaN,NaN,-2.78,NaN,NaN,0.300000000000001,NaN,NaN,4.2,5.82,7.83,12.23,17.37
NaN,NaN,-6.37,-5.44,-4.81,NaN,-3.27,NaN,NaN,-0.0399999999999991,1.63,3.26,NaN,5.82,7.83,NaN,17.37
-8.66,-7.87,-6.36,-5.46,-4.66,-3.92,-3,-2.09,NaN,0.0399999999999991,1.74,2.99,NaN,5.82,7.83,12.23,17.37
