i,N,boot,peaks_splithalf,peaks_spearmanbrown,jsd
326,500,326,-0.12520008366854707,-0.28623707280079347,0.014557346842930056
326,1000,326,0.17287043862114712,0.2947818154993786,0.005064998864241723
326,1500,326,0.18697282014576194,0.3150414516194253,0.002954571177665343
326,2000,326,0.2171490805024896,0.35681591348340247,0.0025376974088444472
326,2500,326,-0.0605288114095056,-0.12885719571734408,0.002361022073161398
326,3000,326,-0.007971724969705156,-0.016071568059815054,0.0013200791814672978
326,3500,326,0.26789116157622583,0.4225775361399113,9.330781390322951e-4
326,4000,326,0.17273435941296791,0.29458394908704305,0.0011674254917873794
326,4500,326,0.5414450793654852,0.7025162123691928,7.448686486747548e-4
326,5000,326,0.5061700843975037,0.6721287185835738,8.267687991214028e-4
326,5500,326,0.2650367958982797,0.41901831908388387,0.001241275838489653
326,6000,326,0.20684742516739957,0.3427896863411846,7.895129153822398e-4
326,6500,326,0.3509891770807341,0.5196032404036932,6.220533058758494e-4
326,7000,326,0.2791724069150547,0.43648910093101084,6.94616063360151e-4
326,7500,326,0.419186268135395,0.5907417194589192,7.778010264094805e-4
326,8000,326,0.2986871754486885,0.45998325246492694,5.696854725491876e-4
326,8500,326,0.6535655820843561,0.7904924838366824,3.938457463998103e-4
326,9000,326,0.10166938107803045,0.1845733081526558,7.443151806225041e-4
326,9500,326,0.5103335449556798,0.6757891945923182,4.3341410408605533e-4
326,10000,326,0.5341650141952623,0.6963592693781452,4.135853019592697e-4
326,10500,326,0.3754102516868443,0.5458884012627213,4.6887588426790537e-4
326,11000,326,0.38238001216015993,0.5532198220410295,4.2687332773116266e-4
326,11500,326,0.5731334475763943,0.7286520396084348,3.565234728974316e-4
326,12000,326,0.6292215814939288,0.7724198950482336,2.3627729202483808e-4
326,12500,326,0.49373901375864004,0.6610780185974561,3.438176374729155e-4
326,13000,326,0.46915346597950036,0.63867182951743,3.434863559167074e-4
326,13500,326,0.46455539269058466,0.6343978452561416,4.525338935506106e-4
326,14000,326,0.39790602665323666,0.569288663281428,3.3450073696118375e-4
326,14500,326,0.49190161717054065,0.6594290287096203,3.4079521266329335e-4
326,15000,326,0.5970248217639713,0.7476713118391434,2.623946629207825e-4
327,500,327,0.19461995471175694,0.32582739630984264,0.008038954896462646
327,1000,327,0.14532206057645508,0.2537662821290854,0.005050514492985006
327,1500,327,0.34769716428602426,0.5159870830035105,0.003210226726678573
327,2000,327,-0.14652202963106664,-0.34335280983932015,0.003666669008787535
327,2500,327,-0.11398252691883742,-0.25729182636197556,0.0019474756262774537
327,3000,327,0.16677546568454582,0.2858741387516215,9.434311318223037e-4
327,3500,327,0.06774125495568882,0.1268870236890867,0.0016878189497005237
327,4000,327,0.22481408856558124,0.36709912249436677,0.00146296367801992
327,4500,327,0.424448951099491,0.5959482798900881,7.977099739180642e-4
327,5000,327,0.374893865319062,0.545342262083718,5.865226223708899e-4
327,5500,327,0.4831811054407847,0.6515470075344423,8.039835115612496e-4
327,6000,327,0.41002553419414245,0.5815859702547588,0.0014018363916764246
327,6500,327,0.2526802965685729,0.40342343894245314,8.443748601487312e-4
327,7000,327,0.2966920708306918,0.4576137658351282,8.261504129034591e-4
327,7500,327,0.4041226932903819,0.5756230494977217,4.934919343337884e-4
327,8000,327,0.43096010899960707,0.6023369991786758,5.21075380774771e-4
327,8500,327,0.42222784081751186,0.5937555554738835,5.751467290170517e-4
327,9000,327,0.4334461022022427,0.6047609345566988,4.664250888873179e-4
327,9500,327,0.48339478693809607,0.6517412508046905,4.643102047584922e-4
327,10000,327,0.6312871894667249,0.773974311259191,3.5742522708790027e-4
327,10500,327,0.536969491395252,0.6987379962991902,3.6889667303929147e-4
327,11000,327,0.5657184647938359,0.7226311466772237,3.8362634787952746e-4
327,11500,327,0.4849276939429616,0.6531330729718189,3.5233140982079324e-4
327,12000,327,0.37073836096158086,0.5409323493383607,4.148106036956728e-4
327,12500,327,0.44027320253023117,0.6113745666541205,3.59258027359971e-4
327,13000,327,0.5339757207908837,0.696198399431743,3.0793614851232416e-4
327,13500,327,0.36844937733064903,0.5384917899547893,4.04354832747552e-4
327,14000,327,0.5015366956038528,0.6680312203787421,3.3243737342160157e-4
327,14500,327,0.5017476478642391,0.6682183236015936,3.949490850594313e-4
327,15000,327,0.5686054938420946,0.724982152713707,2.5725578117971197e-4
328,500,328,-0.06924516511416391,-0.14879356521990528,0.00808112251218759
328,1000,328,0.12669033855349954,0.2248893670574132,0.004019355369333835
328,1500,328,0.4037622315046981,0.575257294209866,0.002335625100778548
328,2000,328,-0.03193904767401953,-0.06598561298703126,0.0030499247565912027
328,2500,328,0.36223448627552496,0.531823984673751,0.001652984411426789
328,3000,328,0.25289719410066896,0.40369983314105645,0.00105966810310494
328,3500,328,0.23735239483009496,0.38364559008702875,0.0013095770578235673
328,4000,328,0.2567509580058019,0.40859480769875267,0.001060203190352751
328,4500,328,0.2694675794665783,0.4245363707197733,8.065418090055902e-4
328,5000,328,0.22463135900250533,0.36685547426365683,0.0012371064407237925
328,5500,328,0.3728290704425969,0.5431543933177313,6.778746647781369e-4
328,6000,328,0.33947927619058227,0.5068824613039864,8.556798919376677e-4
328,6500,328,0.44384385311646085,0.6148086611421967,5.218390077738814e-4
328,7000,328,0.420435787855995,0.5919814066225416,4.3032334385105996e-4
328,7500,328,0.42175985663758203,0.5932926783219651,6.624770588846377e-4
328,8000,328,0.30819253163899496,0.4711730485922738,5.768818584914515e-4
328,8500,328,0.597017712102865,0.7476657366770779,4.7777054379599736e-4
328,9000,328,0.13257955389932344,0.23411963149585271,9.516455416223757e-4
328,9500,328,0.5234381690408276,0.6871800637243974,4.0328762301603406e-4
328,10000,328,0.4152048032944587,0.58677698426108,4.166100574009142e-4
328,10500,328,0.40567263273732135,0.5771936129215793,4.452625032809087e-4
328,11000,328,0.5436454142744619,0.7043656648699779,3.7042613349264465e-4
328,11500,328,0.5629094028218269,0.7203352949383964,3.1660267044472716e-4
328,12000,328,0.4119957091373974,0.5835651007595339,4.066978021660129e-4
328,12500,328,0.47503007527859165,0.644095443530359,3.160451941310973e-4
328,13000,328,0.46148056696476686,0.6315247392213764,3.8635214468808765e-4
328,13500,328,0.4438946693141329,0.6148574113442612,3.786401835847238e-4
328,14000,328,0.5517244377550762,0.7111113601500941,2.635976371079461e-4
328,14500,328,0.6795663070974578,0.8092164080998389,1.9489516137229638e-4
328,15000,328,0.6342386458116303,0.7761885296705135,2.3008408294787218e-4
329,500,329,0.24525793088364148,0.39390703692945794,0.00680945474781322
329,1000,329,0.06525503280661617,0.12251532411856234,0.003139432868275332
329,1500,329,-0.31328872112060563,-0.9124321407152186,0.004523011726648339
329,2000,329,0.25217622895797914,0.40278073185885677,0.00265873901439517
329,2500,329,0.231784326950744,0.37633913970073185,0.0018324947284214508
329,3000,329,0.08228638433468305,0.1520602781772353,0.0012433727537885877
329,3500,329,0.315939328196499,0.48017309221922155,0.0013966696278447173
329,4000,329,0.2992246471486871,0.46062033660671914,9.658773130822468e-4
329,4500,329,0.20370754067258354,0.33846683482394724,0.0010185815265521374
329,5000,329,0.31489455932289595,0.47896549132433963,0.0010222346989396567
329,5500,329,0.11059099153814318,0.19915701168254063,7.63610150599309e-4
