i,N,boot,entropy.cor.r,entropy.cor.sp,peaks_splithalf,peaks_spearmanbrown,jsd
107,550,107,0.9718162143674419,0.9545454545454546,0.7214459157132103,0.8381859797370501,0.008848898363447029
107,600,107,0.98328731431528,0.9727272727272727,0.7616397778545392,0.8646941190010172,0.008757998647711276
108,50,108,-0.18835015155959103,-0.10730593607305937,0.26914700326610247,0.42413842143339214,0.11411842541882028
108,100,108,0.6673036197186396,0.4,0.3399586518439004,0.507416630171517,0.05470862514803478
108,150,108,0.7121689952776606,0.6059241232790129,0.26508752679989844,0.4190817175637649,0.05595842606736402
108,200,108,0.9233266543391241,0.7545454545454546,0.4382712497557288,0.6094417166861443,0.03653353011597214
108,250,108,0.9210689047720028,0.7272727272727273,0.5025339043061006,0.6689152276243384,0.024080465331307158
108,300,108,0.9519674309965187,0.7727272727272727,0.5708615035099354,0.726813283328163,0.023585607588087806
108,350,108,0.9730424557474471,0.9090909090909091,0.6791203019014966,0.8089001141043155,0.012161709376028798
108,400,108,0.9596233365402591,0.8818181818181817,0.6856295427590717,0.8134996751858297,0.011584244349167383
108,450,108,0.9772838127126928,0.9363636363636364,0.6450544209921777,0.7842347496359757,0.012404910396823527
108,500,108,0.9829724463011774,0.9181818181818181,0.6417702762953311,0.7818027717537819,0.011064304088850913
108,550,108,0.9728150073677481,0.9181818181818181,0.7702359139948955,0.870207081333812,0.007092748196109435
108,600,108,0.9819761463043607,0.9545454545454546,0.6728958353685783,0.8044683011842438,0.009022747196757976
109,50,109,0.3670305024741452,0.4200913242009132,0.48731717805885594,0.6552969134598026,0.07456568610846623
109,100,109,0.7501412129187821,0.6818181818181818,0.5163225012967952,0.6810193753046913,0.04228042089771829
109,150,109,0.675215091071441,0.6181818181818182,0.35144000657538305,0.5200970888318597,0.07012624271225121
109,200,109,0.8382848574467054,0.49090909090909096,0.20857870406919568,0.3451636262775879,0.022841165875620614
109,250,109,0.8880777188881547,0.7000000000000001,0.3935389921485904,0.5648051390967151,0.017506053769861064
109,300,109,0.9276745429707877,0.9181818181818181,0.6703484899794915,0.8026450695779322,0.015059176198172961
109,350,109,0.9353942495414109,0.8181818181818182,0.42733280435753246,0.5987850949027721,0.015549899042982906
109,400,109,0.9578532961663129,0.9090909090909091,0.4994635825664166,0.6661896805943849,0.017036739145462238
109,450,109,0.9704462730203812,0.9272727272727272,0.5453674112502755,0.705809385237453,0.013448360706679284
109,500,109,0.9754080600669977,0.9636363636363636,0.6816847109130598,0.8107164279836303,0.015126805804346435
109,550,109,0.9400858139513891,0.7727272727272727,0.6040762589160362,0.7531764846694312,0.010156244021974604
109,600,109,0.979017760711503,0.9727272727272727,0.5359778600834149,0.697897898156302,0.014802029395470224
110,50,110,-0.29195406008598324,-0.28767423193565056,0.055742153601797455,0.10559804477187175,0.12580095810505865
110,100,110,0.6400578291539174,0.35454545454545455,0.13573560641388188,0.23902676934197914,0.07227469247442428
110,150,110,0.8172718112029312,0.6363636363636364,0.14287536934096312,0.25002790885825443,0.04768884967277749
110,200,110,0.899784868023524,0.9181818181818181,0.37516310122485863,0.545627061823722,0.026824310941261264
110,250,110,0.9088218701050846,0.8818181818181817,0.5863570888778407,0.7392498107631224,0.025960940070195244
110,300,110,0.9242574475913387,0.9090909090909091,0.601492914784687,0.7511652524114412,0.014466285872253624
110,350,110,0.9858863238390572,0.9272727272727272,0.8046931489407206,0.8917783606737155,0.010259126360742537
110,400,110,0.9863347891769776,0.9363636363636364,0.5853158404961508,0.7384217397499372,0.013235570355441758
110,450,110,0.9463523667172078,0.8636363636363636,0.7093051399651664,0.8299338993149242,0.01186650566323575
110,500,110,0.9655816970984309,0.9636363636363636,0.7509595766426466,0.8577691760109777,0.007552437401500776
110,550,110,0.9861961779017439,0.990909090909091,0.49254778892646217,0.6600094048321692,0.013287478129345174
110,600,110,0.9774369972569387,0.9272727272727272,0.6202720504735061,0.7656393878944447,0.012187346137899832
111,50,111,0.6709044216432417,0.7853963157608237,0.08059933118140114,0.14917523795481763,0.08099206279392235
111,100,111,0.8019117743479073,0.5363636363636364,0.10779443693940603,0.1946109013459546,0.0645351340607159
111,150,111,0.71147981273335,0.6454545454545454,0.3767383353878126,0.5472911238164795,0.03711223874586399
111,200,111,0.9179226641099598,0.8636363636363636,0.13793256654232208,0.24242660874262284,0.03600359088916639
111,250,111,0.9644758235433856,0.9545454545454546,0.2977268364185796,0.45884361494786613,0.017556373534051838
111,300,111,0.9659194609101669,0.8,0.43309328180652973,0.6044174336796565,0.02428452554107348
111,350,111,0.9617605396934872,0.8272727272727273,0.64257257519397315,0.782397788564187,0.010847747413836494
111,400,111,0.9369484242625394,0.7909090909090909,0.5910690841695925,0.742983557471462,0.020095584051480354
111,450,111,0.9488484720298702,0.9272727272727272,0.3755633505801417,0.5460502425013699,0.015802982102624537
111,500,111,0.9900322190667097,0.9363636363636364,0.705607662077444,0.8273973877650246,0.00996943794817475
111,550,111,0.987981316834502,0.9545454545454546,0.7223452511590231,0.8387926296112038,0.008543329845278435
111,600,111,0.9679452627051134,0.9363636363636364,0.777735675850356,0.8749733567430789,0.010388998595383035
112,50,112,-0.04249992207450805,-0.05251141552511415,0.15550628411883327,0.2691569682590162,0.06441886172114288
112,100,112,0.5622194438110192,0.6181818181818182,0.535301125460918,0.6973239536969835,0.03749166089489974
112,150,112,0.7897489477563135,0.6454545454545454,0.535092062724825,0.697146543478342,0.03560195738257958
112,200,112,0.91439522830894,0.9363636363636364,0.3895827593057049,0.5607190456225251,0.02902329071572924
112,250,112,0.8855574579985503,0.8818181818181817,0.5035324260449853,0.6697992239110109,0.021027008536415634
112,300,112,0.8254498061801921,0.8181818181818182,0.5978061713080225,0.7482837180665494,0.019526544591974945
112,350,112,0.974453920607285,0.9454545454545454,0.6044512108387542,0.753467860855385,0.013194197613037249
112,400,112,0.9456905168698367,0.9181818181818181,0.5317573795789505,0.6943101912459791,0.015594729264253206
112,450,112,0.9545196916380303,0.9,0.6593409636649006,0.7947022078074277,0.012136997441830472
112,500,112,0.9360872274168051,0.8363636363636363,0.6216145225342563,0.7666612673926948,0.014578185483663903
112,550,112,0.9624545433135409,0.8272727272727273,0.5428244066129397,0.7036761983881712,0.0105962676169356
112,600,112,0.9714597402253798,0.9090909090909091,0.5396540643024832,0.7010069038423449,0.011549453704308158
113,50,113,0.8309698985501708,0.680365296803653,0.1626299104162482,0.27976213059583677,0.1237434369528531
113,100,113,0.6749561016241286,0.5545454545454546,0.4599466371037241,0.6300869160754764,0.04039831596143853
113,150,113,0.6473311872879393,0.610479943754795,0.3579086606780794,0.5271468855635042,0.036111838190167236
113,200,113,0.7867288303910475,0.7181818181818183,0.2543383913685161,0.4055339342536208,0.023719063505290447
113,250,113,0.9657194288147151,0.8363636363636363,0.5500495307631391,0.7097186507225122,0.02127762388770793
113,300,113,0.847884160918547,0.7454545454545454,0.6546415341665113,0.7912789817599645,0.020392911321877955
113,350,113,0.9521213068654266,0.8636363636363636,0.3996802165320363,0.5711021872157586,0.021371380713550877
113,400,113,0.9535747555235986,0.9545454545454546,0.5490674355512503,0.7089006236269624,0.012530576071308227
113,450,113,0.9830513374601563,0.9090909090909091,0.6642465279570153,0.798254966194734,0.013696821725920766
113,500,113,0.9892216242651711,0.9818181818181819,0.5416691842761582,0.7027048212428035,0.01045345732999121
113,550,113,0.9226956112840791,0.8,0.7008539523852708,0.8241200855633678,0.010293308135453177
113,600,113,0.9882635270832759,0.9545454545454546,0.6880987233064505,0.8152351681881297,0.009576755377094206
114,50,114,-0.2264054745953146,-0.247709028178723,0.05296772557468894,0.10060655096675486,0.1412998165751502
114,100,114,0.5435758688300026,0.509090909090909,0.46283883135555143,0.632795385841184,0.056339059296550364
114,150,114,0.6089388699617939,0.6636363636363636,0.32926100695323485,0.49540459733777276,0.03650278632800098
114,200,114,0.8775053256089826,0.7454545454545454,0.600814663377519,0.7506361318678517,0.021376176861373962
114,250,114,0.9013798036789755,0.890909090909091,0.37388827916133405,0.5442775585647583,0.03131512817669481
114,300,114,0.9304369401254158,0.8545454545454546,0.5539177261957103,0.712930571365329,0.019119059340650557
114,350,114,0.9121886783974202,0.8454545454545456,0.49184200951852497,0.6593754652039345,0.01388257507201561
114,400,114,0.9677271256034907,0.890909090909091,0.5785728856904087,0.7330328436971253,0.013349544356318575
114,450,114,0.9485045588712783,0.9272727272727272,0.7078789737942365,0.8289568343611695,0.011564515875958952
114,500,114,0.9668760454502981,0.9090909090909091,0.7288676720836536,0.8431734641728975,0.012050347359346774
114,550,114,0.9837436423979917,0.990909090909091,0.7796388707781703,0.87617649128698,0.007418353734908857
114,600,114,0.9743368787635427,0.9363636363636364,0.8059021222173381,0.8925202670760789,0.007678071567905211
115,50,115,-0.28625869465491083,-0.1,-0.22039909457106682,-0.5654151836824872,0.09084580584094074
115,100,115,0.6678514328516447,0.706152173746218,0.30863043253135375,0.4716846328177672,0.05572877792238752
115,150,115,0.6719188858817263,0.7636363636363637,0.6092848297878558,0.7572119223520858,0.03808292921470104
115,200,115,0.6082627616654139,0.2636363636363636,0.3565306917691627,0.5256507559061298,0.03484995230505887
115,250,115,0.9402840295519844,0.8,0.52343880605859,0.68718061267300945,0.024391601358896047
115,300,115,0.9557882981811483,0.8181818181818182,0.5789597107545408,0.7333432345501356,0.025978892485068874
115,350,115,0.9498681239716583,0.8727272727272727,0.4901103409794471,0.6578175152550091,0.01945125246535661
115,400,115,0.9215989654604244,0.8272727272727273,0.5825536704466601,0.7362197963020617,0.017355795911818746
115,450,115,0.9804699122925978,0.9090909090909091,0.7531062761785342,0.8591678512727414,0.006731685719245289
115,500,115,0.9875992651473825,0.9818181818181819,0.7161399127405033,0.8345938549927432,0.00879093754943248
115,550,115,0.9475748151931525,0.890909090909091,0.7410213468605585,0.8512490075975022,0.008262131340100964
115,600,115,0.9765740313392142,0.9181818181818181,0.690974585252728,0.8172501127797341,0.011213906178029198
116,50,116,0.03824833749155754,-0.04850000934807527,0.06907702670467362,0.1292274082768327,0.11555305846461686
116,100,116,0.8795532072414647,0.8727272727272727,0.557116234314377,0.7155743701557181,0.0447019585691992
116,150,116,0.5159396666638058,0.4090909090909091,0.5799122305042244,0.7341068944306445,0.02512300263111552
116,200,116,0.8683009575584978,0.7181818181818183,0.41767365882328067,0.5892380890676414,0.025854914675316622
116,250,116,0.7776377692401468,0.5,0.4421359825070951,0.6131682280591315,0.026912426243607714
116,300,116,0.9090172473527134,0.7818181818181817,0.6411771106319492,0.781362482425871,0.022784044314625676
116,350,116,0.8713089055798825,0.8454545454545456,0.6296608195436435,0.7727507613761843,0.017104333376314566
116,400,116,0.9713288639217204,0.890909090909091,0.5678899898712353,0.7244003004545924,0.0202161337951569
116,450,116,0.964831805860681,0.9727272727272727,0.6507549869190878,0.7884331618875003,0.014139318585086092
116,500,116,0.9684428951278239,0.9272727272727272,0.5497867232983326,0.7094998492802279,0.016753619285440717
116,550,116,0.9742335498897539,0.9,0.6247783254168473,0.769062850781883,0.010444602637529325
116,600,116,0.9557966260713059,0.8636363636363636,0.7381656253565626,0.8493616656411984,0.011373245237294681
117,50,117,0.6277977721079973,0.4464704066266411,-0.10765010001389654,-0.24127329428864835,0.12149981103358065
117,100,117,0.49299095640908996,0.3,0.3755184652012093,0.5460027977832764,0.03723900189012196
117,150,117,0.8024319237394986,0.5727272727272728,0.36843555347512896,0.5384770258847636,0.04031059368546819
117,200,117,0.9180801298109791,0.8090909090909091,0.18495688099660051,0.3121748714451849,0.03493512315078394
117,250,117,0.9244868590728472,0.8636363636363636,0.28409447474767163,0.4424822010132814,0.02085100868019095
117,300,117,0.9681880401958253,0.8727272727272727,0.5211422697114587,0.6851985906752992,0.02929417417016692
117,350,117,0.9260611155732008,0.9272727272727272,0.5671107962116486,0.723766050980682,0.014934841418331115
117,400,117,0.924150724222415,0.7818181818181817,0.688553367078316,0.8155541666648202,0.01127532859709944
117,450,117,0.9642586485841471,0.890909090909091,0.3851720711144877,0.556136063015744,0.019359013237720508
117,500,117,0.9483647203764999,0.8727272727272727,0.5789888800771721,0.7333666340308544,0.014548651828729399
117,550,117,0.9594053160028546,0.9636363636363636,0.8182506932918747,0.900041667863151,0.010265883937859085
117,600,117,0.9837359157441534,0.9181818181818181,0.6156514339363,0.7621092285188702,0.008798775399958174
118,50,118,0.34492761695240043,0.0915353377452523,0.09261897441989826,0.1695357239591638,0.08331349267372395
118,100,118,0.6526513163723161,0.6818181818181818,0.16658719732629712,0.2855975064840392,0.04047667783461584
118,150,118,0.7460991230131923,0.43636363636363634,0.25393250646070414,0.4050178221752032,0.046495259627386584
118,200,118,0.7036904934268688,0.6181818181818182,0.4240599020557832,0.59556469702378,0.027403899187337287
118,250,118,0.8955146805659481,0.8181818181818182,0.43652299842667036,0.6077494045062494,0.01660820931609808
118,300,118,0.9156548552048114,0.7545454545454546,0.6909133668193417,0.8172072920790381,0.015469853688952605
118,350,118,0.9840199905230517,0.9727272727272727,0.5004577984245531,0.6670734744422969,0.014242175421532976
118,400,118,0.9532669164016898,0.8545454545454546,0.6224656870465132,0.7673082913446764,0.019388412089090236
118,450,118,0.9668356927211585,0.890909090909091,0.6916322520220752,0.817709938073526,0.009152851328630376
118,500,118,0.9715447155477221,0.8727272727272727,0.6119492307461001,0.7592661345331029,0.015058201306208788
118,550,118,0.9665920262663974,0.8818181818181817,0.6287980075827555,0.772100659081642,0.014088855565755183
118,600,118,0.9818534471433791,0.9272727272727272,0.7803412172225024,0.8766198408189495,0.007554318951472151
119,50,119,0.3704282849539707,0.19634907894020592,-0.2093700119960376,-0.529628309506996,0.13222198189957327
119,100,119,0.6907908871843867,0.5909090909090909,-0.14379484472221787,-0.3358887617899613,0.04871541303740523
119,150,119,0.7450236722963769,0.6454545454545454,0.10158679436266771,0.18443720437197433,0.04995477219162514
119,200,119,0.8484877728517392,0.9,0.4390237637935283,0.6101688864903548,0.03323392587537944
119,250,119,0.9234170515492323,0.7090909090909091,0.6313727210374052,0.7740385908082481,0.027161410264690163
119,300,119,0.9141820948267086,0.7454545454545454,0.5198406833730932,0.6840725992666191,0.019824217099599858
119,350,119,0.8983617183867854,0.8272727272727273,0.7080640601741467,0.8290837289814008,0.013933458803935145
119,400,119,0.9543641378710688,0.8636363636363636,0.752959062761956,0.8590720442445432,0.00942333308231224
119,450,119,0.941999083642145,0.9363636363636364,0.6925470214831233,0.8183489293860411,0.01534858364702765
119,500,119,0.9869111946515451,0.9181818181818181,0.7396754909554937,0.8503603054719553,0.010901349902426492
119,550,119,0.9846893884379232,0.9454545454545454,0.7484674791354244,0.8561411499692563,0.009782231834591221
119,600,119,0.957184126708587,0.9272727272727272,0.6269869463633628,0.7707338374961182,0.008283224577695786
120,50,120,0.22254053372020768,0.0781660832781895,0.24131183927470107,0.38880131750890196,0.10185477789579706
120,100,120,0.5234154923808094,0.3909090909090909,0.37206805263678505,0.5423463536254776,0.0375533092983799
120,150,120,0.7018156065242297,0.6818181818181818,0.5321742656453492,0.6946654536338898,0.03157476379547158
120,200,120,0.797114577103835,0.7272727272727273,0.5250237409729471,0.6885450067000114,0.026525474879394433
120,250,120,0.8913372804057619,0.8,0.3538704003071529,0.5227537292001808,0.032349513402927965
120,300,120,0.8454091447553433,0.6636363636363636,0.6111555620482155,0.7586549386593944,0.016337893119798094
120,350,120,0.9064982909334516,0.7636363636363637,0.6292804912329124,0.7724642805447477,0.017308315158985982
120,400,120,0.9815168839848041,0.9272727272727272,0.5921563512922063,0.7438419610129466,0.018900324265846924
120,450,120,0.9609430877120314,0.9090909090909091,0.46148930897238005,0.6315329248585034,0.019776174205510998
120,500,120,0.9575203871261697,0.9,0.6421386887070929,0.7820760732611066,0.009840463690059122
120,550,120,0.9854597221894181,0.9818181818181819,0.7723823608054214,0.8715753190574845,0.006409703920265743
120,600,120,0.9807953511671231,0.9727272727272727,0.6931637780180838,0.8187793608831625,0.007037929019434339
121,50,121,0.5367479086937188,0.497716894977169,0.1889437311779054,0.31783460600059826,0.09043501095007113
121,100,121,-0.01824611410762994,-0.16363636363636364,0.22235924181865993,0.3638197907970617,0.0535804711193415
121,150,121,0.64256089476500855,0.43636363636363634,0.2065832396856285,0.34242683453725603,0.03801884444971028
121,200,121,0.9099479200835601,0.6636363636363636,0.5271196768572783,0.6903449478721397,0.01779595981423145
121,250,121,0.9070116596821414,0.7727272727272727,0.5684928481798068,0.7248905837722209,0.024327825579679163
121,300,121,0.9328978411168802,0.7636363636363637,0.6221306474922412,0.767053687634882,0.01496059831756813
121,350,121,0.9749641260659986,0.9363636363636364,0.3267619346912584,0.4925705601695558,0.023505393126778934
121,400,121,0.965230033551762,0.9,0.705604737383818,0.8273953770392622,0.012881981024560516
121,450,121,0.9664725617088507,0.9636363636363636,0.47933654231179273,0.6480425901772461,0.013603811386684855
121,500,121,0.9593727214928139,0.9636363636363636,0.6473159906741812,0.7859038512814538,0.01204621454187097
121,550,121,0.9863891107840116,1,0.7115179827920317,0.831446692288116,0.00809189150785079
121,600,121,0.9538093527508832,0.9,0.552326197578248,0.7116109983068258,0.01141167781548593
122,50,122,0.4626246149159843,0.4145796632961667,0.33279275893563826,0.4993916071413907,0.08998424161531923
122,100,122,0.8594006335330823,0.9,0.35926342486716256,0.5286148634541129,0.057347498100444844
122,150,122,0.7270803918507187,0.7090909090909091,0.219299355564677,0.3597137233999701,0.0392690191519757
122,200,122,0.8765858405142304,0.6727272727272727,0.4609790322407312,0.6310549598151576,0.020470461430433053
122,250,122,0.9085180257253002,0.8818181818181817,0.5460239426269948,0.7063589735863911,0.015518750545853353
122,300,122,0.8821887682125774,0.6090909090909091,0.5104573641716705,0.6758977463115664,0.018118037148365324
122,350,122,0.9181736052951412,0.8545454545454546,0.559186171631671,0.7172795421171403,0.01293543441923167
122,400,122,0.9719309224406852,0.9545454545454546,0.6438811047886772,0.7833670000987679,0.014753408850097986
122,450,122,0.984510916051418,0.9636363636363636,0.6279223342288525,0.7714401615188842,0.013446352582299244
122,500,122,0.947827522838866,0.8545454545454546,0.7413811771335799,0.8514863797413255,0.00725001410915304
122,550,122,0.9710164699346754,0.9545454545454546,0.7134428037317606,0.8327594036730391,0.011304771797610516
122,600,122,0.9842589736096631,0.8818181818181817,0.7034771653329761,0.8259308426895977,0.01771166348667931
123,50,123,-0.20731957216286612,-0.18433375453644366,0.1458404299519675,0.2545562647987224,0.07705380751824305
123,100,123,0.7191743271385814,0.6454545454545454,0.5148526840559579,0.6797396069926221,0.04711699650528967
123,150,123,0.7301023958685857,0.4454545454545455,0.5534066347590945,0.7125071084106936,0.03381241444828604
123,200,123,0.7450086877222405,0.6,0.33327939829121683,0.4999393206230604,0.026893704845629075
123,250,123,0.8908865844863029,0.8363636363636363,0.06020187992589861,0.11356682357534839,0.030478176517618666
123,300,123,0.9217856868567812,0.8181818181818182,0.5596209539911033,0.7176371317133453,0.01597927338232594
123,350,123,0.9262557548368516,0.8545454545454546,0.7128282692081784,0.8323406170050089,0.021801438862387796
123,400,123,0.9263823248225865,0.7909090909090909,0.4816381881578481,0.6501427838555902,0.022506957217858704
123,450,123,0.9706833592475391,0.9181818181818181,0.6413134637330172,0.7814637214690343,0.017457379878776633
123,500,123,0.9688200663535801,0.9090909090909091,0.7605407880614214,0.8639854222279886,0.01384145332770611
123,550,123,0.9564577328952294,0.9545454545454546,0.6764224590242272,0.8069832939579482,0.007620534285575578
123,600,123,0.9759318382645347,0.9727272727272727,0.598900388475498,0.7491403376873664,0.010461294725208499
124,50,124,0.7141670611929357,0.7368440344898888,0.158983953539494,0.27435056896855714,0.0837720446434782
124,100,124,0.7003646486098959,0.523919354714936,-0.06666341335105516,-0.14284967353611142,0.05389273027960362
124,150,124,0.8411985753565248,0.7727272727272727,0.2853992437185698,0.4440631891036902,0.04344904518296058
124,200,124,0.8934657936631191,0.9090909090909091,0.3035269977327979,0.4657011297206996,0.02443462991253778
124,250,124,0.9423731638505144,0.8636363636363636,0.4804245198850381,0.6490361560916936,0.02687786481480308
124,300,124,0.9366802405906117,0.8545454545454546,0.6060303412667126,0.7546935144310196,0.012165636500111078
124,350,124,0.9802078075818095,0.9636363636363636,0.49689291958390114,0.6638990846747074,0.021304726175512066
124,400,124,0.9688116903610914,0.7818181818181817,0.6009365825944177,0.7507312770885184,0.013437297950765002
124,450,124,0.9640844243136629,0.8272727272727273,0.34626230940656005,0.514405412655717,0.016559872963516922
124,500,124,0.9605426774900601,0.9727272727272727,0.6471190475709147,0.7857586839582142,0.008738644479492486
124,550,124,0.95821092633437,0.9181818181818181,0.6577886529227476,0.7935735978926385,0.008180003055386513
124,600,124,0.9790393849599881,0.9545454545454546,0.656876178864263,0.7929091953202334,0.007407289187938455
125,50,125,0.4867763137309896,0.27397260273972607,0.11232659290073858,0.20196692880966183,0.1024023370011353
125,100,125,-0.027557271690049,-0.15454545454545454,0.38529961733961554,0.5562690013292002,0.04641750785924835
125,150,125,0.8197741315250974,0.8272727272727273,0.3573217755229336,0.5265100464261965,0.02637406610191511
125,200,125,0.8826664398115371,0.8454545454545456,0.5402120262561204,0.7014774810832299,0.031076868740153307
125,250,125,0.9035498566983049,0.7909090909090909,0.4357496087611305,0.6069994462852434,0.029597342575542737
125,300,125,0.9183281779985367,0.8,0.45141518502691036,0.622034535236781,0.01856715093435025
125,350,125,0.917883030124055,0.8363636363636363,0.5779848731171426,0.7325607272462562,0.014572104378695525
125,400,125,0.9752101304945076,0.9181818181818181,0.7714033696647258,0.8709516791883822,0.009483535333231806
125,450,125,0.9559054282987058,0.8727272727272727,0.6505011673274491,0.788246843085563,0.011793772565666761
125,500,125,0.9652844740281621,0.8727272727272727,0.5894902672621679,0.7417349818411166,0.013446206697315437
125,550,125,0.9891785152707998,1,0.6020073397210257,0.7515662691356452,0.01504351700000166
125,600,125,0.9896242953202248,0.9727272727272727,0.7439887728191706,0.8532036265537505,0.009907518494406183
126,50,126,-0.028004948757183613,-0.14449693310425507,0.2959081104723957,0.45668069839385245,0.10023736770579188
126,100,126,0.7131972133683265,0.5688312786486197,-0.11944964971337428,-0.27130680187565087,0.06405205097138167
126,150,126,0.9499871116256767,0.9,0.3601607160792157,0.5295855288592821,0.03900997474052342
126,200,126,0.8181023692146434,0.8,0.29290968723867855,0.4531015431777885,0.021037617371805487
126,250,126,0.7725172848252638,0.5545454545454546,0.46479641362237184,0.6346225445390768,0.018637569063878683
126,300,126,0.9462364549977142,0.9545454545454546,0.7555369734345772,0.8607474349645002,0.020333935828805112
126,350,126,0.9204490108581908,0.7818181818181817,0.5759469457669513,0.730921744940672,0.013801418894266688
126,400,126,0.9606754529903756,0.8818181818181817,0.4576826449216767,0.6279592427284042,0.013703360249044231
126,450,126,0.9620395551494826,0.8818181818181817,0.729245361584742,0.8434261300159691,0.01383256703980998
126,500,126,0.9537017172308243,0.8545454545454546,0.8011036053231642,0.8895697093221082,0.01016642046235679
126,550,126,0.9711326398199407,0.9272727272727272,0.5384171277867975,0.6999624718965224,0.012130665616338873
126,600,126,0.962961525606673,0.9181818181818181,0.6392755079043733,0.7799488308363908,0.013381518807351698
127,50,127,0.3132588264800328,0.2277910237891026,0.22837421811512373,0.3718316694493182,0.13865367915510374
127,100,127,0.5953558168499795,0.6181818181818182,0.11799178055053813,0.21107808233158004,0.0722074057908378
127,150,127,0.5994634321504578,0.2545454545454545,0.38982342384919255,0.5609682743287707,0.03079135235962873
127,200,127,0.7544584270278751,0.6636363636363636,0.5691009912317737,0.7253847832764655,0.029079526244511936
127,250,127,0.9369744878444703,0.9272727272727272,0.6225262707275657,0.7673543189515388,0.015249160698597088
127,300,127,0.8929369870183183,0.8,0.531484246228721,0.6940773273215192,0.014502687230960671
127,350,127,0.9398025568630255,0.9818181818181819,0.570506605212944,0.7265255724735896,0.02031898308945055
127,400,127,0.9726817105135983,0.9272727272727272,0.551689832842896,0.7110826160820155,0.015743265411897793
127,450,127,0.9315351849466859,0.8727272727272727,0.6489254467081972,0.7870888862849049,0.010303134017404968
127,500,127,0.9768296036578051,0.9454545454545454,0.5428041806476833,0.7036592037491228,0.01344002377087676
127,550,127,0.9705823855517485,0.890909090909091,0.5232685054745209,0.6870338401850106,0.011460704666475491
127,600,127,0.9711641710416594,0.9272727272727272,0.7199768292062021,0.8371936377055537,0.008454558508124977
128,50,128,0.09250713043459904,-0.013667461427346156,-0.21166107112502416,-0.5369798785075395,0.15427288076081846
128,100,128,0.597346882790691,0.6636363636363636,-0.200326978440027,-0.5010222254321809,0.05400643557811685
128,150,128,0.861738286289939,0.8818181818181817,-0.1859115952108239,-0.4567356422647226,0.06700955907008362
128,200,128,0.883169738496816,0.8181818181818182,0.5184139679803547,0.6828361420698705,0.023593735138984648
128,250,128,0.879118531137118,0.7545454545454546,0.3469648063023029,0.5151802106170733,0.02437394260004995
128,300,128,0.96452072619364,0.9545454545454546,0.5682294224618012,0.7246763953322551,0.015454316713220999
128,350,128,0.9096992925844702,0.7363636363636363,0.6844076374254462,0.8126389624681797,0.012835901742456763
128,400,128,0.9483291646980193,0.9090909090909091,0.458607465159705,0.6288291759284139,0.020573579585842855
128,450,128,0.9575772265321224,0.890909090909091,0.6938950105804577,0.8192892785517755,0.012406509014583487
128,500,128,0.8925817660082668,0.8090909090909091,0.6887086053532194,0.8156630494686979,0.008583513313757639
128,550,128,0.9800926392134733,0.9545454545454546,0.6092095449896173,0.7571537801107785,0.00873898092281861
128,600,128,0.9719099835346188,0.9636363636363636,0.7854072170573695,0.8798073734146135,0.009622299319940863
129,50,129,0.5231224259660339,0.523919354714936,0.15033598331225825,0.2613775201213533,0.0971559700947572
129,100,129,0.7184636342981752,0.8363636363636363,-0.012959953513388887,-0.026260238496948734,0.07710931254298581
129,150,129,0.7352795226580859,0.5363636363636364,0.4686117520079572,0.6381696883022331,0.024396655462502886
129,200,129,0.9003234220960292,0.7000000000000001,0.2148263076849044,0.3536741118066485,0.029050071681735436
129,250,129,0.9541608956907429,0.9454545454545454,0.4280671276091842,0.5995056105322415,0.023099136531213912
129,300,129,0.9301108622114811,0.7000000000000001,0.3979931611245026,0.569377837019416,0.018014301648383677
129,350,129,0.9007373123018468,0.8727272727272727,0.7779143396603592,0.8750864114285356,0.012860007188692811
129,400,129,0.9521457924212975,0.8181818181818182,0.6009619815920227,0.7507510965306201,0.016145617546851652
129,450,129,0.9463796194703779,0.8272727272727273,0.6226572141320437,0.7674537896349253,0.01120983526061015
129,500,129,0.9435524721573177,0.6727272727272727,0.6940750999003262,0.8194147944694581,0.009307159249849744
129,550,129,0.9614198994540257,0.8454545454545456,0.6584462674031394,0.7940519754482738,0.009278651545694148
129,600,129,0.977746519511813,0.9454545454545454,0.7847734001558333,0.8794095654802034,0.00803290090823901
130,50,130,0.10453239968294803,-0.011415525114155252,0.19021422770727253,0.31963023677457636,0.11725160232993048
130,100,130,0.7320873335683683,0.7727272727272727,0.37096661178212037,0.5411752680102117,0.053615845215762986
130,150,130,0.8644205037801457,0.8090909090909091,0.5471946094283464,0.7073377920189658,0.04228403687153211
130,200,130,0.8875610717778024,0.8,0.1584335066176607,0.2735306009582671,0.02777709392600628
130,250,130,0.8894006092719443,0.8636363636363636,0.439574865868333,0.6107009455228118,0.032789338319205996
130,300,130,0.7994779223334537,0.5818181818181819,0.5924574800520445,0.7440794965937576,0.012185424504945499
130,350,130,0.9051044984637224,0.9454545454545454,0.5244935819002419,0.6880889340924271,0.015967277741057488
130,400,130,0.9490578585661731,0.890909090909091,0.640222048638298,0.7806528990020667,0.018055722557896052
130,450,130,0.9794963092173231,0.9818181818181819,0.7351254685097668,0.8473456033598977,0.009194396944959781
130,500,130,0.9458728142557281,0.8727272727272727,0.5877354801759805,0.7403443300402123,0.012260124574302339
130,550,130,0.9848029124464814,0.9363636363636364,0.7096436172188417,0.830165550377397,0.008932700222098423
