bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-28808_ses-1_task-rest_run-1_bold	0.0012878947368421053	0.017104005921052632	0	39.44173973264899	1.1046651877483444	1.034619974503311	0.5678931234133221	626.06494140625	0.22028831392380754	82	53.94736842105263	2.354256732138445	2.30651	2.4714768630820005	2.2847833333333334	0.0109571	-0.0032210147473961115	0.04255945608019829	152	64	64	43	4.098085119967994	2.0	3.0	2.999999761581421	3.0	32.93636425896273	23.390000640484992	82.78811395895028	47.0	127309.0	3.0	278.0	114.1286951873414	2.4856469051976147	194.0940224412294	1126.6737540711608	1183.0	48819.0	459.0	1471.0	288.66845102595613	40.37569997017272
sub-28809_ses-1_task-rest_run-1_bold	0.01646342105263158	0.024499470855263154	0	43.57101171384107	1.1225481649668878	1.078863214834437	0.5835648784205617	683.8670654296875	0.32749182525696013	54	35.526315789473685	2.477492222222222	2.3475433333333333	2.69999	2.384943333333333	0.0789639	-0.004848808515816927	0.041478220373392105	152	64	64	43	4.283201455422545	2.0	3.0	3.0	3.0	28.618582366700117	21.88788915854885	81.08905819208118	45.0	122594.0	2.0	268.0	115.53599782595558	2.3970476182326674	207.0229942778509	1143.8045354354242	1190.0	53534.0	536.0	1487.0	277.8269707602982	30.374813180416822
sub-28810_ses-1_task-rest_run-1_bold	0.0007776973684210526	0.011028264407894737	0	37.83320685913906	1.059456954900663	1.003588378013245	0.5893999767237953	517.4276733398438	0.08053876777691653	7	4.605263157894737	2.3629178476613597	2.2883666666666667	2.6380168763174114	2.16237	0.00559845	0.000980341574177146	0.07050313800573349	152	64	64	43	3.5597647315510406	2.0	3.0	2.999999761581421	3.0	25.60183323553397	26.05283270311771	96.67656090892326	49.0	124719.0	6.0	345.0	135.87055696939365	1.4039540168104825	222.83898645011706	1068.6606041743664	1111.0	51409.0	360.0	1494.0	312.0962418104515	40.09463484818116
sub-28811_ses-1_task-rest_run-1_bold	0.011043355704697985	0.045857763758389264	3	40.58273253560812	0.9988940027702707	0.996827965472973	0.5911386874894347	543.4862670898438	0.4100615750722477	49	32.88590604026846	2.153811111111111	2.068443333333333	2.330906666666667	2.0620833333333333	0.0529738	-0.013947012834250927	0.07664370536804199	149	64	64	43	4.690946134637879	2.0	3.0	3.0	3.0	24.462214041992336	30.567473926912392	83.91154013434495	47.0	124158.0	0.0	283.0	109.25609413083463	2.995947917593953	159.13595611773025	1059.3389263036368	1098.0	51970.0	558.0	1349.0	234.06566706337645	26.154433629475534
sub-28812_ses-1_task-rest_run-1_bold	0.019101184210526315	0.04612051578947368	0	54.37157331556293	1.1018755910596025	1.0987478626490068	0.5949674439892843	711.5411987304688	0.6611505759480076	88	57.89473684210526	2.665487698219182	2.460316666666667	3.0032364279908794	2.5329099999999998	0.0893024	-0.0019228815799579024	0.05687322840094566	152	64	64	43	4.233905041072296	2.0	3.0	3.000000238418579	3.0	29.21967660148311	22.053708000270827	76.09336795140027	43.0	119013.0	5.0	258.0	109.88792899116544	2.4980844366034285	187.32485380382025	1088.2473605882867	1139.0	57115.0	488.0	1418.0	269.0164322998073	22.792063747765496
sub-28813_ses-1_task-rest_run-1_bold	0.0011226973684210525	0.0168742625	0	36.47791408986754	1.1143257739072843	1.0083462193377488	0.5510581342051384	644.334228515625	0.11663240160014708	7	4.605263157894737	2.3223154905580645	2.3450533333333334	2.4535731383408597	2.16832	0.0114175	0.005328962579369545	0.0306513961404562	152	64	64	43	3.965704253587138	2.0	3.0	3.000000238418579	3.0	37.908378074800034	22.502389952940753	79.15020114171871	46.0	130505.0	4.0	256.0	115.21099292926861	2.2929215316011877	197.81030100016423	1109.692041294961	1173.0	45623.0	410.0	1452.0	295.7828091972564	42.940580720314756
sub-28814_ses-1_task-rest_run-1_bold	0.004232697368421053	0.02406268618421053	0	41.82717218476823	1.0585452766887409	1.0046924755629132	0.5582215146787873	496.2303161621094	0.16892252862239188	21	13.81578947368421	2.337108888888889	2.318093333333333	2.4784166666666665	2.2148166666666667	0.0484247	0.010493391193449497	0.03938348591327667	152	64	64	43	4.122711439609833	2.0	3.0	3.0	3.0	47.98258452329339	25.974801305074184	80.72284729497866	48.0	131718.0	13.0	253.0	115.26844455943171	2.26604556938031	180.30194880040222	1023.077077234857	1077.0	44410.0	436.0	1335.0	261.23290219562085	32.34467619948555
sub-28815_ses-1_task-rest_run-1_bold	0.005264999999999999	0.021533984210526314	0	43.48978341980133	1.0694369207947017	0.9986070012582783	0.5885609146508085	578.1338500976562	0.2550736872277769	52	34.21052631578947	2.413715486390773	2.3322333333333334	2.610883125838985	2.2980300000000002	0.0165413	-0.003656897461041808	0.05284413695335388	152	64	64	43	4.008417759657457	2.0	3.0	3.000000238418579	3.0	30.097688067432863	26.511267873583247	92.30059571988215	49.0	123548.0	9.0	320.0	134.8472793898257	2.1482599604162154	224.4825719051169	1132.5922023583112	1175.0	52580.0	492.0	1504.0	293.1303314545993	34.53729166742414
sub-28816_ses-1_task-rest_run-1_bold	0.005747302631578948	0.02478045394736842	0	40.05140547059603	1.1068505464238412	1.0377935621192054	0.5865795684401164	709.3448486328125	0.34604415745849676	89	58.55263157894737	2.4422677063876668	2.3386566666666666	2.6948864524963336	2.29326	0.0166529	-0.00012723558756988496	0.0497133694589138	152	64	64	43	4.375249768296573	2.0	3.0	3.000000238418579	3.0	31.751929927453347	18.2008957035547	71.46947881422209	40.0	121473.0	2.0	237.0	108.60060614704157	2.986206844158926	167.94370280558462	1016.9875400237855	1056.0	54655.0	490.0	1323.0	241.355441467435	35.7961455816403
sub-28817_ses-1_task-rest_run-1_bold	0.0011161184210526317	0.014606937763157895	0	49.96859382490066	1.109209065033112	1.0484304692052981	0.5613945582797897	420.5323181152344	0.22803278235314062	73	48.026315789473685	2.614056737312835	2.6295100000000002	2.6668035452718373	2.545856666666667	0.0106465	-0.0010048139374703169	0.03235585242509842	152	64	64	43	3.384961857460096	2.0	3.0	2.999999761581421	3.0	26.566028495250585	27.891454235636637	82.20588950897948	50.0	131522.0	3.0	259.0	99.5129350341187	1.0596119173812761	210.91966636233445	973.5809308164821	1019.0	44606.0	309.0	1390.0	301.0339911098396	35.38466417178279
