"boot","degree","RMSE_interval","abs_int_size","melcon","entropy_0.25"
1,0,NA,5.58986394061077,-0.0512972273203165,6.52572955983854
1,1,4.53722127426587,5.81247775961874,-0.0407617273473504,6.47990794808514
1,2,4.2913315667153,5.23032923733616,-0.0321358966300869,6.41782793619534
1,3,3.58769599587651,4.81959019903731,-0.0450753683792486,6.27169593090397
1,4,2.76399505591847,4.47509501349394,-0.0203730774692997,6.19462740779543
1,5,3.14885362020613,4.43861165993918,-0.0336415820622506,6.12037885710377
1,6,3.10294843002151,4.36309720233316,-0.0588850656196618,6.09213579094538
1,7,2.83063847806534,3.7402716320364,0.0171882554344016,5.97038662350393
1,8,2.59886805179628,3.44520211999278,-0.00227572344959648,5.86378869568813
1,9,2.45682323146172,3.67044278440418,-0.00178538659516836,5.9416039081228
1,10,2.75847842500806,3.54526301281142,0.00413800947705207,5.98528195316604
2,0,NA,5.8746269424129,-0.0248338792378695,6.5635193818818
2,1,4.14796777072613,5.66613737776744,-0.0360273529913324,6.52824500530592
2,2,4.32216728930196,5.134936959573,-0.0172237523787839,6.37463571013681
2,3,3.54097785081737,4.65049058889742,-0.0581329359353311,6.22585247740109
2,4,2.92212079110161,4.31754664146485,-0.0314172711115279,6.1564847280915
2,5,3.0711099298781,4.35267931875032,-0.0482659128360967,6.11239369587265
2,6,2.6061059019231,4.11120677877232,-0.013721060904502,6.053796120789
2,7,2.94603322219217,3.42801620309994,0.0216770524651332,5.88447451998647
2,8,2.48648230789678,3.51757382841112,-6.33575917333292e-05,5.96241109102742
2,9,2.30827438474208,3.46742505543563,-0.0111300112251738,5.8551627904042
2,10,2.63546570338788,3.54835633779186,0.0272973468187158,5.96232177347125
3,0,NA,5.76689271449114,-0.0243662198618087,6.51166991997452
3,1,4.85553736179479,5.72119566592901,-0.0252058228792714,6.46819737942325
3,2,3.67715064597457,5.46568275569443,-0.0540803322978667,6.34388122831681
3,3,3.59645779991537,4.80868605197407,-0.0211588240837725,6.18264813218634
3,4,2.82448246765837,4.43021055531747,-0.0354224136971378,6.20936123360357
3,5,3.00001820535324,4.58772631672062,-0.0221174038692993,6.12963669138451
3,6,3.02755989681305,4.26110538347019,-0.0264414140886664,6.0619725497423
3,7,2.78640478398814,3.63089792121472,0.0234767300452158,5.8999666818716
3,8,2.98982218559946,3.37471079150142,0.0120196497282231,5.86589212625248
3,9,2.25364888228943,3.15459146832574,0.0156368770879559,5.74807876760129
3,10,2.52767357008455,3.19690893002135,0.0245578872092996,5.83449238699547
4,0,NA,5.9610092132976,-0.0447422791980438,6.54507413852325
4,1,4.79469330593186,5.59453006356842,-0.0318633942618395,6.38825629197797
4,2,4.26607120433267,5.30591569790644,-0.0225762703237836,6.34290069498349
4,3,4.20182408317828,5.1408061857584,-0.0258395422477061,6.27231067763436
4,4,3.22084201760222,4.45918630511111,-0.0178800402811372,6.19683036847285
4,5,2.88609494463306,4.15706197350399,0.0194619691534092,6.12021684367363
4,6,2.82134817174967,4.0528487906467,0.00291338254634081,6.03576184277428
4,7,2.7814069135825,3.45802041914369,0.00514262385251554,5.84363565568972
4,8,2.41447459281488,3.47482627656328,0.0107038607434511,5.85678843546064
