"boot","degree","RMSE_interval","abs_int_size","melcon","entropy_0.25"
1,0,NA,6.16376531860224,3.98984983235034,6.42369702414305
1,1,2.20595113561215,5.40693592125195,4.01826413923527,6.25788024770868
1,2,1.36419418972291,5.17846142312179,4.09179362821246,6.23352574062126
1,3,0.978396313695056,5.10828726683237,4.11004882073773,6.17367386273287
1,4,0.954199514824476,5.06858318206369,4.12196412100265,6.10431937162732
1,5,0.889655583962849,4.83636745884488,4.1530027589803,6.09977592747962
1,6,0.66785961361811,4.84356988914702,4.20102354758596,6.02158114270554
1,7,0.799198711614427,4.88497358059846,4.14325557879051,6.12570273853379
1,8,0.866079622413015,4.90626499300939,4.16509221133625,6.03386272356461
1,9,0.797198658995894,4.85811579976953,4.16956116476823,6.08141744177853
1,10,0.738270665915255,4.6517474990882,4.17632378649964,6.10531055650464
2,0,NA,6.03668076805169,3.98760348597604,6.42567248385898
2,1,2.01706049076366,5.14561474816447,4.04522386679587,6.28402948131861
2,2,1.3269364803622,5.01376315992797,4.07852279627995,6.1822824638971
2,3,1.0418599801447,4.90683183256087,4.14572113872852,6.13204610056885
2,4,0.930165617991447,4.82180873435378,4.11455387879804,6.0841114494737
2,5,0.866416773987809,4.66942919351481,4.15240855826737,6.1158944932448
2,6,0.661761094606523,4.62845779151401,4.1721811290147,6.05705685878386
2,7,0.794962987102193,4.65939357093314,4.12133343142735,6.05595368678037
2,8,0.820695609016188,4.56090189890443,4.0982079808106,6.05218557569986
2,9,0.723061222393112,4.43471176130465,4.20322640077982,6.00984632960469
2,10,0.723725242580229,4.28586138828312,4.220819563465,5.96766088658756
3,0,NA,5.97856119980986,4.04159229678236,6.41347514132913
3,1,2.01260440596215,5.26714867271641,4.11044154709716,6.23243961459998
3,2,1.25761768375923,5.04156619618406,4.13298432676638,6.13699872736521
3,3,0.946885330426149,4.96272102711114,4.10848426507214,6.13459887359971
3,4,0.9300542722902,4.83577679810238,4.16745263319602,6.06900604339736
3,5,0.840543539667853,4.67894916450377,4.17420114873124,6.1010099295124
3,6,0.673450437059175,4.61768737064201,4.21849042182718,6.0316027836634
3,7,0.874811026317526,4.61785348361923,4.16607784172113,6.0434203715694
3,8,0.798383415972952,4.65213174065415,4.16903649175152,6.02822488694649
3,9,0.804451308426022,4.71910571074402,4.23954828966185,6.05236005850528
3,10,0.734381198285836,4.57738982738008,4.20347032870486,6.0707353868615
4,0,NA,5.93623216870376,4.02864714771375,6.37233143566503
4,1,2.17732332331703,5.2606080682614,4.03831496389455,6.22614497846344
4,2,1.29924082509021,5.11234409855505,4.12467788065036,6.20465775559577
4,3,0.990211186884314,4.93114432272604,4.14449937660335,6.11689559846497
4,4,0.884751430197603,4.96915108092476,4.08563675769074,6.07289718576031
4,5,0.83937506371362,4.80974988831816,4.13557197375332,6.10106575213174
4,6,0.728332367786263,4.88068688362625,4.17380557964787,6.07787197841805
4,7,0.829918755184254,4.96371634132863,4.15183378564204,6.1245150973827
4,8,0.860229300645184,4.98600049464156,4.10180059507004,6.10798482102073
4,9,0.780699194508268,4.91253883791469,4.22281684300245,6.09119895471451
4,10,0.749591887554408,4.75992269656908,4.17077834899566,6.12581353722901
5,0,NA,6.18626607193093,3.98743351222837,6.47934402413587
5,1,2.07517017980373,5.26079698608104,4.07303320371163,6.24321394427703
5,2,1.3032263650905,5.0353461430483,4.10367160758558,6.13089949186919
5,3,0.965886627950952,4.92963517618658,4.15521298993804,6.16432203853896
5,4,0.964409113533144,4.78422211673669,4.09617567465414,6.09752642529005
5,5,0.951109083114015,4.57368254561606,4.14393251557163,6.09744160489557
5,6,0.744087430835051,4.56962749671282,4.19443693675993,6.05189783262796
5,7,0.753784435184907,4.47398925969305,4.1679990680013,6.07717546104927
5,8,0.748563541020949,4.52576064516213,4.15142124303689,6.01638249722626
5,9,0.755401735865832,4.42826159911002,4.2064843150044,6.04569600806313
5,10,0.683735395892451,4.32406827225704,4.20976602626607,6.03138687653141
6,0,NA,6.32970675053322,4.00421347784018,6.46538419298848
6,1,2.11454241615205,5.41870036236059,4.09485199375133,6.2418452250719
6,2,1.27001978447342,5.2674196359022,4.0814865268357,6.16695394128924
6,3,0.968555518692978,5.17219414448627,4.12813560671356,6.13251710774891
6,4,0.915787120207047,4.97950526942728,4.15042204371369,6.08342409243415
6,5,0.815759933884722,4.78594242907166,4.1677623605246,6.11700542521397
6,6,0.661836877726673,4.79512619487338,4.19320895841233,6.04049862533883
6,7,0.723135676907926,4.77953336963063,4.17900105747337,6.07762401292396
6,8,0.818469145036602,4.74603807883745,4.14893188710439,6.04148404300027
6,9,0.738030842707605,4.69082417434915,4.21753364231591,6.07734950802511
6,10,0.635215149929021,4.55994214076429,4.20918797661215,6.03769790959911
7,0,NA,6.28681141337939,4.02996655565818,6.44598496544877
7,1,2.15870999997348,5.38094900663182,4.0934811628542,6.21183883405177
7,2,1.29931000283317,5.24340586953743,4.10700771896608,6.21970054288329
7,3,0.984383368276427,5.02775017553878,4.09889157528374,6.11130570433698
7,4,0.930573370146638,4.9082545731851,4.10258862801127,6.13514139986516
7,5,0.968569572399766,4.69708312081674,4.16146670507654,6.12303917031585
7,6,0.683232860250952,4.64680081536165,4.17888476541509,5.99307732863631
7,7,0.771053113405501,4.64168125798596,4.14270793919031,5.9452989050984
7,8,0.833750186726196,4.46536599319237,4.13728052448536,5.94311039804278
7,9,0.767448370559077,4.49786059342253,4.17360550393018,6.00359398711517
7,10,0.781887923507735,4.28240150374296,4.18734996579456,5.96089676152796
8,0,NA,6.14948071836262,4.00734548248061,6.42124834316808
8,1,2.16629451877802,5.25953717948936,4.06451895270013,6.18801047480665
8,2,1.2834581582105,5.11838992042853,4.09309392529221,6.15150281292939
8,3,1.01199141410331,4.96844583640615,4.12462835017217,6.17204347679263
8,4,0.914862366613762,4.91825815341582,4.09073267560219,6.12539544791905
