"boot","degree","RMSE_interval","abs_int_size","melcon","entropy_0.25"
1,0,NA,5.20877103292043,-0.051584161623982,6.54432747430247
1,1,6.14940510307572,3.97867612026153,0.00979872447102112,6.1859245713651
1,2,4.26581410522669,3.70177972037743,0.0166210296679977,6.10150939781071
1,3,3.93403765205144,3.36752442687897,0.0477843129483653,5.96228497761243
1,4,3.31578426881183,3.50816877269978,0.0542995568719848,6.02117852756853
1,5,3.87084129495395,3.70741530489803,0.0291168961831765,6.06694738532074
1,6,4.10809663572257,3.75434926455803,0.063062608467844,6.04293387614226
1,7,3.99208549889436,3.8492770567971,0.0379197638614555,6.12658527351666
1,8,4.18255925081375,3.78047130784504,0.0416592587133604,6.05026678397433
1,9,3.750392146874,3.76636072305811,0.0263469240527356,6.07933502533337
1,10,3.76232593742269,3.84287414493413,0.0349191708911128,6.0918195755872
2,0,NA,5.24033427324111,-0.0236275723422534,6.57104029574292
2,1,5.89944661147007,3.85583256932192,0.0039975581104484,6.13495503295636
2,2,4.46076610466625,3.68423991616183,0.031347961059475,6.06906081222347
2,3,3.80853766295649,3.25064060090682,0.0661023073526648,5.90428070756563
2,4,3.43945669699299,3.42083562109787,0.0674689622486795,5.95670547250559
2,5,3.99975707910363,3.49208585689361,0.0338952125326658,5.99518534188018
2,6,3.82811938496637,3.54551896382583,0.0607774071980279,6.0303869471224
2,7,4.13780200814421,3.93172328871698,0.0414534910421604,6.12830230496537
2,8,4.05822679778879,3.7656303842283,0.0495866756147406,6.07283938893016
2,9,3.73803367604817,3.608559246687,0.0442836320330538,6.01479585946205
2,10,3.85271640076079,3.88611886789331,0.0342304920522443,6.0663755076749
3,0,NA,5.13100996927007,-0.0426304837098737,6.55640518312359
3,1,5.70708841471953,3.68869772989075,0.015818247846307,6.09625609382293
3,2,4.19378881663163,3.35926746870828,0.0303113354391389,5.98233960242553
3,3,3.31608156969234,3.13595503457167,0.0764725357927464,5.90663157296028
3,4,2.9175407664482,3.2906830722758,0.0782900160403556,5.91124337628639
3,5,3.69544515576359,3.56114235346428,0.0572816692704742,6.01348329120923
3,6,3.68103217976924,3.53602599569728,0.0589041729390351,5.98945686191464
3,7,4.12688053994095,3.74356839688392,0.0574824424202266,6.08920172705678
3,8,3.5778619884646,3.54411511184535,0.0328880091081364,6.02993137898934
3,9,3.25945178594158,3.55565168105832,0.0462623279518878,5.96595002778523
3,10,3.75291494244895,3.91249128092091,0.042107080851165,6.08073701324437
4,0,NA,5.09910171029665,-0.0339734101235487,6.56876814587198
4,1,6.01028258895706,3.96969479646151,0.0233472571278611,6.12412659551697
4,2,4.14861624975598,3.75309443426021,0.0423129921765188,6.08490757357622
4,3,3.57459173971821,3.49372722083738,0.051152549978149,5.99776340478504
4,4,3.27010133928161,3.66151710756268,0.0674348274100236,6.00835371884242
4,5,4.24007441378332,3.66394604390526,0.0498623540724309,6.03743085754083
4,6,3.99822300645222,3.68150769967897,0.0639939247307263,6.04226272628743
4,7,4.37345166156785,3.81282965214375,0.050773830346655,6.09028593023652
4,8,4.18009623980019,3.73348999361753,0.0331178196851293,6.06357263745268
4,9,3.76063937933669,3.65113449257497,0.0419607971688362,6.04593696676736
4,10,3.73109536815287,3.87786185625066,0.040303234419557,6.07694656363394
5,0,NA,5.30794577091841,-0.0348388724650077,6.57472160947505
5,1,6.24618524324297,3.87299090229715,0.0106664287481854,6.10499743935337
5,2,4.43819791064165,3.7222108903512,0.0390288450350811,6.06352394302199
5,3,3.97738852942324,3.25834573300114,0.0645506378313435,5.93904808209732
5,4,3.26599602545845,3.22449910370106,0.0726002753393108,5.9011805090431
5,5,3.59951258604514,3.28849757278317,0.0629438787033157,5.87524951006479
5,6,3.70981656221413,3.58840745750126,0.0501342499360404,5.98810856318637
5,7,3.9427472913709,3.72129438599051,0.0429169262069737,6.06715982202462
5,8,4.1578259412328,3.6376132589665,0.054027384798374,6.01455858326484
5,9,3.89319292751438,3.57371064262504,0.0345081139205826,6.02506034874743
5,10,3.3538920587996,3.65768486042363,0.0318280247199743,6.00993060363032
6,0,NA,5.3094513453812,-0.0349810940789094,6.57667123410632
6,1,5.34944914086045,3.75252534516233,0.00041542033355897,6.10066548394742
6,2,3.86063578708881,3.66192862523458,0.0273637794927338,6.09973596094535
6,3,3.63771425346877,3.3668939382216,0.0594063191517744,5.97479133477415
6,4,3.1630698468216,3.55427800817408,0.074260242453483,5.99400025768546
6,5,3.84621980244953,3.73472055642096,0.041786448249553,6.03165444464867
6,6,3.90017598814238,3.71718425032642,0.0432187595164643,6.05704147128391
6,7,3.9243995037385,3.87282686628976,0.0684322514347015,6.06549580097648
6,8,3.84323773646376,3.76095968834038,0.0522331499750323,6.05762301465747
6,9,3.70598708138876,3.74109651745646,0.0336806904195407,6.05332396019221
6,10,3.75418134673153,3.74398253470369,0.0548249177530716,6.06124877337878
7,0,NA,5.29574799683487,-0.0397580330635766,6.57307020719999
7,1,6.03111842817897,3.90013934673967,0.00956699430117766,6.08240107352295
7,2,4.18220056554735,3.46498341566033,0.0442802673051358,6.00128230797011
7,3,3.5218739486055,3.32091383893689,0.0618515523601028,5.94420305572305
7,4,3.2389360728895,3.40929560751905,0.0662286701356262,5.9242362582855
7,5,3.91479119511589,3.56436621554261,0.0598181856443687,5.99260433541587
7,6,3.81793004857447,3.73869734795101,0.0567514966563616,6.02113451700032
7,7,3.79278196405292,3.74849887086754,0.0459912426972115,6.10055566005692
7,8,3.94192477482391,3.74349826029199,0.0430411915530306,6.06951130700789
7,9,3.49844267341764,3.64063327956783,0.0241535337327848,6.01740246413747
7,10,3.41831567279131,3.61238823285181,0.0444992454034625,6.02136780803418
8,0,NA,5.27038612900384,-0.037319429458887,6.57520192423897
8,1,6.02686038330114,4.07775172001102,0.0171038049180426,6.17726020089054
8,2,4.2873473741926,3.62291413499889,0.046032101617657,6.07037807931209
