"boot","degree","mean_error_interval","mean_abs_int_size","melcon","interval_entropy_0.25"
12,3,1.72356961258337,8.13363436114221,-0.119708264795297,6.30268250326975
12,4,1.60247484911996,8.2953810940995,-0.150019491666036,6.33523694484338
12,5,1.74402421630547,8.38393363073988,-0.1217353362434,6.3211220672266
12,6,1.61910173065977,8.37970054627456,-0.155214408623518,6.34877281988548
12,7,1.55466531976559,8.4696346592639,-0.130670328605103,6.30012021886168
12,8,1.63273386591273,8.62087658388241,-0.124119936830845,6.26501134718599
12,9,1.29232829011138,8.63073052440925,-0.135717063494005,6.28467130797837
12,10,1.35943789876056,8.45470878252536,-0.165193462785477,6.28977871346539
13,0,1.55682965225946,7.41230602447947,-0.112244289426785,6.50874025490608
13,1,1.66580778946534,7.53244595060815,-0.103944131719941,6.41487427075502
13,2,1.79589187991492,7.64735810130186,-0.125618707768074,6.40385554906883
13,3,1.68364941679287,7.75247610543923,-0.0947923151494778,6.39104973776734
13,4,1.57598878124731,8.02099813973074,-0.104686841083296,6.31650599843992
13,5,1.65641334716618,8.13519385513263,-0.120373346487489,6.37992802164583
13,6,1.64836484802985,8.13110472599488,-0.140054663892875,6.35044238885862
13,7,1.51381579934063,8.35065000054485,-0.107317017721107,6.30333167392338
13,8,1.55055214753048,8.5551618416524,-0.104962428678975,6.30892395224742
13,9,1.18766969917452,8.68109574501425,-0.139495236391532,6.26716518350049
13,10,1.327458428466,8.4254658769593,-0.162284185284557,6.35512807332688
14,0,1.54512791269698,7.40046716716963,-0.102128491144725,6.46933180037031
14,1,1.65869631450822,7.33294636794524,-0.0936306236082292,6.44373859851539
14,2,1.73930664392757,7.36442098239896,-0.118061292734207,6.43151589394702
14,3,1.67815596930892,7.48088417959952,-0.0908835071422164,6.38080352239046
14,4,1.58347304682623,7.63724127134981,-0.107933211646227,6.35664215986015
14,5,1.85459440770034,7.69292182085766,-0.10709398008747,6.41097267452264
14,6,1.67411765868873,7.73253403139215,-0.113531140241156,6.37549396026726
14,7,1.61004346346908,7.91759931556849,-0.116860622239511,6.36936874000144
14,8,1.45971661425183,8.14891837551819,-0.088787944037585,6.34254453626381
14,9,1.30337542355406,8.29124077899632,-0.0839706164355622,6.39548927984278
14,10,1.38918789551942,8.20012586202761,-0.109382211572725,6.32098542041007
15,0,1.57284894837739,7.79981605360769,-0.098521637982215,6.4569749212909
15,1,1.63144679372583,7.66160786693299,-0.115081639999875,6.35315948558874
15,2,1.5969199526426,7.66189376084192,-0.129882372802458,6.39025611138877
15,3,1.73573096271826,7.70693295603048,-0.105028440731357,6.31706309172367
15,4,1.73524592377331,7.8966795532949,-0.119635009351439,6.32274720144028
15,5,1.65285415908248,7.87602051299579,-0.115314843557416,6.38275888515502
15,6,1.51909630762053,7.85662581691063,-0.125070215420537,6.38268590519599
15,7,1.49262014317816,8.04308881279049,-0.100293453404512,6.35876689617816
15,8,1.43384707536801,8.22476594212447,-0.0895786393078279,6.34691418106214
15,9,1.24444191045806,8.39307503423516,-0.0865024693810617,6.23706578665129
15,10,1.41725344495462,8.22561346668658,-0.137706448675519,6.25858881504498
16,0,1.3708515798174,7.25013614505758,-0.0556478758187725,6.4404902714781
16,1,1.72315737215787,7.348019743812,-0.0986586509374153,6.34328112256289
16,2,1.80825186955621,7.49375982721269,-0.109202201317178,6.45592296200324
16,3,1.73707877395062,7.66135792788683,-0.119616739114347,6.33219996295218
16,4,1.67461578538135,7.87778665274519,-0.0992373995672546,6.32240939800331
16,5,1.67169740767223,7.97239627873549,-0.102646967258737,6.46483553156742
16,6,1.66146224657998,8.06730650840561,-0.127978966025601,6.3426660802395
16,7,1.4717161393009,8.215901688985,-0.0815849980467791,6.34488837344267
16,8,1.58048836947547,8.40083811867196,-0.0952035504830539,6.40507746466322
16,9,1.30248407513303,8.56235104562747,-0.0895482707712953,6.26941676704448
16,10,1.18300309172224,8.35390219466862,-0.134059533984655,6.26200660665236
17,0,1.67866870244649,7.59073981671396,-0.083975807572267,6.44685791950475
17,1,1.6413473979389,7.64322714894596,-0.11239870634605,6.36888187963177
17,2,1.60728820505266,7.72649137562952,-0.110438899190076,6.39032790642356
17,3,1.760354931117,7.8016019542838,-0.0977904317031295,6.43132458664407
17,4,1.60875097250415,8.03975514025274,-0.121341561327173,6.35315391936128
17,5,1.66838546450268,8.15031217244827,-0.103156006329609,6.40148773027283
17,6,1.75533320696173,8.18077530423799,-0.128114979558785,6.4009488472674
17,7,1.51683929813012,8.33846171172399,-0.107568838059349,6.23695371861846
17,8,1.60793117474115,8.61261172607204,-0.0969148878869634,6.27174833627457
17,9,1.26726201870982,8.71242056003807,-0.098314773538894,6.25835939755986
17,10,1.37395733921386,8.6140766383369,-0.108912661739406,6.28979167052269
18,0,1.44049629249492,7.70146511833066,-0.111358594552367,6.43016996929615
18,1,1.71786255652576,7.69108692385193,-0.126578478477752,6.46892291973601
18,2,1.79492349453946,7.89741202907427,-0.138407053931956,6.4858801980607
18,3,1.66494214007409,8.06243251094561,-0.109973001869814,6.38212895160569
18,4,1.57286701686918,8.28077672668879,-0.123336562390642,6.32364895207152
18,5,1.66183197996462,8.37693226761432,-0.14887085160394,6.30234111456993
