"boot","degree","RMSE_interval","abs_int_size","melcon","entropy_0.25"
1,0,NA,7.02328364530573,3.97928023371571,6.59062308850969
1,1,4.34590918093534,4.0181917595319,4.1989329196809,6.01713981288926
1,2,2.6520608929325,3.11775029860954,4.26787902173053,5.58078271167036
1,3,2.43406930544065,3.05321855446065,4.26727877320014,5.58089362280253
1,4,2.43595574361616,2.96264284147271,4.28118868110996,5.52830545613562
1,5,2.51921388732322,3.21401366899067,4.16905806266253,5.71509936332038
1,6,2.82790818891485,3.30730441214825,4.2098350527229,5.67625666877984
1,7,2.81124480579925,3.73312695916786,4.23344089531999,5.80486527277317
1,8,2.6826703721498,3.88823837818611,4.176074304579,5.95063077251326
1,9,2.80839990336707,3.88423458779919,4.13133633740497,5.9605475548722
1,10,2.31297758666533,3.77367516238041,4.21433357593481,5.83232552865402
2,0,NA,6.77899143113055,3.94233610142756,6.64034461016322
2,1,4.03854976905346,4.02405486624522,4.15363462971044,6.02618163608281
2,2,2.76522016120048,3.19922884219,4.25479356793984,5.7022645535097
2,3,2.51636868796393,3.24676328034431,4.19845944701947,5.65976511169323
2,4,2.28834601983454,3.20079698055901,4.22705437025865,5.67638680996644
2,5,2.61872407226663,3.46154195135914,4.17027298619832,5.85663642502409
2,6,3.01126085947012,3.52225911758213,4.16579758325728,5.8495219064724
2,7,3.15344502447518,3.66450633948417,4.18701974892524,5.90628940711374
2,8,2.58103053367117,4.07447722015052,4.18952057097602,5.9865046955184
2,9,2.92249020982203,3.83514207266886,4.13270813223925,5.96633026617244
2,10,2.3877174162343,3.65650183435893,4.25177079359706,5.94601324528306
3,0,NA,6.41578108884179,3.9625730296183,6.58603948247834
3,1,3.85034969125861,3.8586041285482,4.1645828685965,5.90720274832422
3,2,2.39674978323593,2.96141510835444,4.22506858241051,5.63596494155065
3,3,2.42447389029147,3.25957649217314,4.23129579215912,5.64296921028452
3,4,2.47025996057475,3.16637514628506,4.2161514061792,5.59898852776314
3,5,2.89378353481288,3.46316285666232,4.16460487671916,5.7505755600509
3,6,2.97181227035208,3.40937252914213,4.22812646923874,5.74006673425878
3,7,2.81497148224803,3.76953715757395,4.15921844139319,5.83887479909301
3,8,2.57644361375065,3.87222794431917,4.15476297957025,6.01415037190428
3,9,2.76192550335708,3.84798504272132,4.17241747839968,5.95765287849385
3,10,2.60221645577886,3.76408918457888,4.19209528348697,5.86230099105831
4,0,NA,7.00431123753462,3.97155848057838,6.60032409725474
4,1,4.18405188293216,4.11649057050213,4.17455577444387,5.99012151059047
4,2,2.93772610568705,3.04957965590879,4.22009061048477,5.59823509325055
4,3,2.71938754475288,3.28534028442008,4.21077817075795,5.67768012353584
4,4,2.1018828049729,3.11619171533405,4.25862028531885,5.51460683570403
4,5,2.99509116215691,3.41344870246034,4.1668312542861,5.78188106237315
4,6,2.84210377509714,3.51033048555548,4.20784415785512,5.78110608330982
4,7,2.96766407663563,3.6665334222148,4.20612401573271,5.92634260095708
4,8,2.85207534210994,3.61898442757772,4.16720709938258,5.84665755576058
4,9,2.30155760959172,3.71086342424659,4.18116565478732,5.86030691997882
4,10,2.64149922500182,3.71012839858496,4.22901287254314,5.87249832924264
5,0,NA,6.6253396392665,4.01876441775626,6.67377486484362
5,1,3.8227771449804,4.1627808272641,4.16565217005839,6.06623009987222
5,2,2.63825601592227,3.13607235547103,4.27803013907144,5.61022096259081
5,3,2.59343183959211,3.17844705149578,4.27002592573487,5.63032442958957
5,4,2.38264467350471,3.05052441648763,4.24861640937147,5.59528828090941
5,5,2.88454024336067,3.49659641694943,4.17946650644535,5.84285006723821
5,6,2.93906563413768,3.60021689204988,4.23544398646242,5.75106104306057
5,7,2.59085018667633,3.48084694905602,4.1927060403953,5.84961985079627
5,8,2.49308689725357,3.57999230593886,4.23796540887218,5.9092145647106
5,9,2.31093875230263,3.61544172028631,4.18116187909602,5.8930852261888
5,10,2.40389871789927,3.81678028810636,4.17565188736051,5.9720146069167
6,0,NA,7.17253818332418,3.93083452510196,6.68637778554427
6,1,3.99757185109222,4.38837050524045,4.15596091397567,6.07534389124351
6,2,2.86436441790113,3.2974503668359,4.25777902578713,5.68349389227092
6,3,2.45057686320348,3.26083484604436,4.23575419846024,5.65979435923727
6,4,2.37377864384233,3.13648849127416,4.2306399472255,5.66506316920002
6,5,2.84230670524188,3.37808797344313,4.1421756869166,5.8051613087656
6,6,3.22451069879962,3.45714527936498,4.17909882282149,5.77051348799656
6,7,2.65522618109757,3.75417723956267,4.16002195440538,5.90172334191044
6,8,2.48612710959035,3.57202399449915,4.19939326398805,5.93175420952003
6,9,2.44123276734871,3.62663980574884,4.20930015223349,5.88234775443423
6,10,2.41323980140851,3.70932876118349,4.17799215789599,5.88488615822401
7,0,NA,6.89411273298246,3.95267711512813,6.5475022842792
7,1,4.3355871180319,3.88532420041189,4.19926453183736,5.95322576526845
7,2,2.37663586412886,3.29244930846234,4.29507602929179,5.62506739204749
7,3,2.27515707419935,3.19556854888078,4.27770567349311,5.63453556602969
