PDF
0.0031323375582021835
0.0031300480805381554
0.0031231896831584614
0.0031117923996197873
0.0030959060423303387
0.0030755998398812653
0.0030509619344971984
0.0030220987447107184
0.0029891341997089716
0.002952208853060206
0.0029114788846877583
0.0028671150010049196
0.002819301244043322
0.002768233721189957
0.0027141192677844726
0.0026571740553140042
0.0025976221582720543
0.0025356940929207455
0.002471625341211708
0.0024056548729836117
0.002338023679268566
0.002268973329112799
0.002198744561757633
0.0021275759253465043
0.0020557024725332738
0.0019833545224812316
0.0019107564977743673
0.0018381258437281073
0.001765672036501395
0.0016935956852914388
0.0016220877327520363
0.0015513287566325449
0.0014814883745006152
0.0014127247523034834
0.001345184216452063
0.0012790009680919328
0.0012142968972662163
0.0011511814937869554
0.0010897518508219267
0.0010300927564791996
0.0009722768680379433
0.0009163649629332737
0.0008624062601585177
0.0008104388053998665
0.0007604899129654285
0.000712576657410909
0.0006667064076942721
0.0006228773967069448
0.0005810793191248548
0.0005412939506914436
0.0005034957822811326
0.00046765266238738104
0.0004337264420271386
0.0004016736164451059
0.0003714459584288879
0.0003429911385016775
0.0003162533277352664
0.0002911737794147325
0.00026769138628070986
0.0002457432105685476
0.00022526498455001744
0.00020619157975688987
0.00018845744352176053
0.00017199700190570713
0.00015674502849093706
0.00014263697889685978
0.00012960929122726302
0.0001175996529732016
0.00010654723517948191
9.639289493182512e-05
8.707934743692015e-05
7.855130914911177e-05
7.075561354627802e-05
6.364130127494028e-05
5.7159686472219285e-05
5.126440113195787e-05
4.591141941610876e-05
4.1059063822611585e-05
3.666799510976514e-05
3.270118784693127e-05
2.9123893414657632e-05
2.590359221640948e-05
2.300993679128055e-05
2.0414687434622923e-05
1.8091641843546892e-05
1.601656020868665e-05
1.4167087074322738e-05
1.252267118754498e-05
1.1064484455110206e-05
9.775341025281961e-06
8.639617412370175e-06
7.643174484813536e-06
6.773282044256982e-06
6.018546633729789e-06
5.368843128159251e-06
4.815250580325651e-06
4.3499927201071595e-06
3.966383434472708e-06
3.658777490050827e-06
3.422526699001619e-06
3.253941672057383e-06
3.1502592495873958e-06
3.10961565195267e-06
3.1310253437655762e-06
3.2143655624466556e-06
3.3603664191501073e-06
3.570606439179699e-06
3.847513368919078e-06
4.194370036556349e-06
4.615325014029873e-06
5.115407787243477e-06
5.700548100334256e-06
6.377599097332931e-06
7.154363840716775e-06
8.039624740993493e-06
9.043175384521501e-06
1.017585419834794e-05
1.1449579341081532e-05
1.2877384158003987e-05
1.447345248714891e-05
1.6253153051451116e-05
1.8233072120912462e-05
2.0431043578792865e-05
2.2866175477937825e-05
2.5558872128487743e-05
2.8530850717390013e-05
3.1805151424511254e-05
3.540613997091958e-05
3.9359501513344925e-05
4.369222478622547e-05
4.843257539045835e-05
5.3610057137257053e-05
5.9255360377753986e-05
6.5400296285326e-05
7.207771610927696e-05
7.932141448649968e-05
8.716601598296674e-05
9.56468441400867e-05
0.00010479977242262135
0.00011466105660531799
0.0001252671482945687
0.00013665448945917696
0.0001488592880399219
0.0001619172749202549
0.000175863442768818
0.00019073176750692607
0.00020655491340866073
0.00022336392310551157
0.00024118789403863026
0.0002600536431769603
0.0002799853620950752
0.00030100426477699894
